,State,740,745,752,759,766
0,Washington,1339737,172215,192393,208372,215737
1,Illinois,2920971,133364,120501,109271,101953
2,California,8427782,549476,512746,484024,464660
3,Arizona,1870644,153200,158796,162495,164258
4,Massachusetts,1611594,64046,53208,43667,37072
5,Wisconsin,1516628,46969,35969,27198,20852
6,Texas,6258336,261482,228469,200036,176909
7,Nebraska,439326,28425,29328,30472,31120
8,Utah,885523,64826,63524,64401,66179
9,Oregon,633876,58915,61672,65113,68615
10,Florida,5535803,218552,192624,170183,147648
11,New York,4805416,85200,59844,43274,32543
12,Rhode Island,343779,13027,10336,8266,6862
13,Georgia,2368052,116341,112225,106096,99501
14,New Hampshire,276856,17199,16193,15598,14940
15,North Carolina,2421799,181956,180375,181051,181771
16,New Jersey,2111856,36968,26651,19476,14473
17,Colorado,1253042,62137,55614,50747,45815
18,Maryland,955280,19567,14694,11359,9231
19,Nevada,656898,30539,27520,24961,22483
20,Tennessee,1771783,123867,145544,190259,271510
21,Hawaii,219288,23629,22439,21964,21786
22,Indiana,1623439,90368,89434,89374,87541
23,Kentucky,1160558,103542,115529,123897,128892
24,Minnesota,1321753,125533,145070,161858,175943
25,Oklahoma,976914,93276,104337,116027,126876
26,Pennsylvania,2661481,78236,65199,55899,49836
27,South Carolina,1355116,96268,93277,91945,89059
28,District of Columbia,129817,1878,1301,892,644
29,Kansas,730853,68012,73201,78413,81544
30,Missouri,1334549,70700,68982,67528,64801
31,Vermont,104472,6026,5265,4605,4075
32,Virginia,1545650,71785,64259,59246,55618
33,Connecticut,699400,17744,13881,11249,9514
34,Iowa,712288,35609,35900,36929,37602
35,Louisiana,1114109,47729,42407,38389,34845
36,Ohio,2580405,79286,69006,61071,54586
37,Michigan,2258465,123886,122514,120746,118396
38,South Dakota,226413,11034,10754,10574,10228
39,Arkansas,776759,52995,52577,50913,49227
40,Delaware,248111,7786,6273,5232,4484
41,Mississippi,727418,41212,40526,39834,39437
42,New Mexico,480087,44772,49091,52814,55118
43,North Dakota,223726,16052,16835,17903,18596
44,Wyoming,146505,12448,14496,16309,17483
45,Alaska,216939,21776,23942,25309,25584
46,Maine,174225,7791,8396,8871,9205
47,Alabama,1218257,159566,176141,190343,193890
48,Idaho,380302,26292,32226,38715,43866
49,Montana,242180,22585,28748,34381,37867
50,Puerto Rico,457935,16594,13124,10254,8410
51,Virgin Islands,14870,371,292,222,171
52,Guam,32331,6653,8226,9617,10485
53,West Virginia,446771,31444,32252,33455,34521
54,Northern Mariana Islands,4908,NaN,NaN,NaN,NaN
55,American Samoa,18,NaN,NaN,NaN,NaN
