,State,641,647,654,661,668,675,682
0,Washington,NaN,15368,14695,14018,13741,13666,13942
1,Illinois,NaN,15011,14865,15267,16329,18015,20776
2,California,NaN,39426,41673,45012,50342,58126,68483
3,Arizona,NaN,14768,14749,14607,14466,14239,14108
4,Massachusetts,NaN,9073,9032,9544,10637,12275,14438
5,Wisconsin,NaN,13908,11077,9682,8985,8769,8940
6,Texas,NaN,34859,31397,30393,31843,35020,40103
7,Nebraska,NaN,3485,2955,2570,2360,2240,2186
8,Utah,NaN,6284,6324,6175,5856,5440,5219
9,Oregon,NaN,8315,8298,8052,7770,7488,7514
10,Florida,NaN,17639,14927,13358,12847,13116,14633
11,New York,NaN,28760,25818,24388,24260,25594,28129
12,Rhode Island,NaN,1744,1682,1634,1551,1533,1503
13,Georgia,NaN,9648,7654,6655,6135,5974,6223
14,New Hampshire,NaN,3997,3899,3672,3344,3011,2655
15,North Carolina,NaN,16632,14206,12556,11407,10623,10181
16,New Jersey,NaN,8234,7491,7334,7930,9011,10934
17,Colorado,NaN,15631,14958,14292,13621,13159,13169
18,Maryland,NaN,5496,4847,4711,4962,5390,6158
19,Nevada,NaN,4039,4019,4062,4147,4428,4664
20,Tennessee,NaN,9502,7685,6624,6016,5835,5983
21,Hawaii,NaN,833,767,712,698,713,752
22,Indiana,NaN,11216,9811,8964,8454,8198,8307
23,Kentucky,NaN,10342,8708,7644,6871,6532,6380
24,Minnesota,NaN,14955,12259,10758,10106,9936,10132
25,Oklahoma,NaN,8006,7401,6792,6370,6184,6038
26,Pennsylvania,NaN,27695,24523,21875,19802,18482,17797
27,South Carolina,NaN,7003,5568,4821,4458,4341,4565
28,District of Columbia,NaN,515,517,496,487,453,402
29,Kansas,NaN,5268,4790,4398,4136,3990,3924
30,Missouri,NaN,6175,5553,5176,5108,5189,5451
31,Vermont,NaN,1574,1587,1623,1700,1789,1887
32,Virginia,NaN,12224,10646,9890,9706,10045,10827
33,Connecticut,NaN,3397,3782,4476,5649,7101,8870
34,Iowa,NaN,6672,5754,5326,5131,5109,5204
35,Louisiana,NaN,3570,3266,3101,3073,3178,3391
36,Ohio,NaN,24019,20168,17746,16382,15676,15414
37,Michigan,NaN,27318,24885,23434,22729,22138,22025
38,South Dakota,NaN,2140,2059,1969,1920,1836,1807
39,Arkansas,NaN,3537,3101,2810,2647,2575,2596
40,Delaware,NaN,2245,1933,1649,1434,1325,1204
41,Mississippi,NaN,3159,2815,2534,2404,2352,2376
42,New Mexico,NaN,5013,4957,4911,4763,4592,4265
43,North Dakota,NaN,3125,2639,2235,1927,1702,1541
44,Wyoming,NaN,2868,2560,2235,1919,1693,1515
45,Alaska,NaN,5199,4501,3702,3011,2521,2167
46,Maine,NaN,3243,3217,3203,3225,3223,3185
47,Alabama,NaN,5761,5744,5841,6032,6468,7044
48,Idaho,NaN,8427,7802,7107,6338,5638,4992
49,Montana,NaN,5878,5167,4455,3852,3362,2965
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,6382,5455,4814,4299,3951,3688
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
