,State,739,745,752,759,766,773,780
0,Washington,1294497,123681,101050,68215,42057,25489,16188
1,Illinois,2897174,136010,95401,69761,55897,48774,45259
2,California,8384039,568312,384141,270554,209100,178144,163006
3,Arizona,1858385,119211,81097,54619,38049,28062,22403
4,Massachusetts,1598451,60763,41447,31459,26905,24883,24019
5,Wisconsin,1503420,60848,31368,18542,13130,10361,8861
6,Texas,6224480,317104,230272,180021,147930,124240,104203
7,Nebraska,435358,22760,16442,12183,9305,7295,5982
8,Utah,875251,36334,22453,15345,12004,10466,9723
9,Oregon,620652,49243,38638,30468,23494,17490,13039
10,Florida,5522206,304104,208360,151867,120496,103956,94913
11,New York,4797903,124719,86445,68966,60773,56840,54878
12,Rhode Island,341407,26632,18719,12062,8056,5987,5001
13,Georgia,2346518,100657,79044,61216,46935,36507,28934
14,New Hampshire,272492,13577,8981,6432,4962,4089,3522
15,North Carolina,2374866,163565,113301,77394,56019,44166,37858
16,New Jersey,2109783,51067,35838,28692,25400,23906,23254
17,Colorado,1240361,55801,38006,27905,22042,18887,17121
18,Maryland,954212,23185,15774,12548,11108,10357,9999
19,Nevada,648088,38223,21989,14710,11007,8986,7731
20,Tennessee,1771783,106173,88008,62682,40466,24713,14853
21,Hawaii,217775,19347,12379,8958,7510,6939,6699
22,Indiana,1604072,77803,56913,40661,29503,22367,17964
23,Kentucky,1140887,80054,62786,43759,28998,19620,13989
24,Minnesota,1309665,84072,71845,54943,38800,26301,17508
25,Oklahoma,963655,70289,53387,34709,20537,11424,5919
26,Pennsylvania,2656587,85778,59032,43039,33948,28845,26020
27,South Carolina,1355116,75737,51268,34036,23959,18218,15156
28,District of Columbia,129817,1459,551,194,61,17,5
29,Kansas,723110,47621,32706,23363,17832,14568,12517
30,Missouri,1330584,59722,45425,37170,31916,28191,24596
31,Vermont,104160,5926,4327,3132,2310,1790,1452
32,Virginia,1525603,72264,51307,37061,28334,23316,20455
33,Connecticut,696070,23971,16773,12647,10456,9303,8726
34,Iowa,712288,33857,27751,22037,17011,12711,9303
35,Louisiana,1105273,46945,32123,23670,18785,15910,14067
36,Ohio,2576245,76687,43529,28605,21817,18406,16626
37,Michigan,2235180,119469,89109,66237,50281,39834,33267
38,South Dakota,225383,10351,7303,5570,4585,3965,3534
39,Arkansas,768061,37288,24399,17859,14474,12648,11509
40,Delaware,247638,9137,6093,4524,3788,3461,3320
41,Mississippi,717666,35843,26223,20192,16124,13290,11064
42,New Mexico,470513,31079,21489,14124,9365,6518,4905
43,North Dakota,223362,12391,8727,6200,4531,3513,2857
44,Wyoming,144526,9034,8105,6755,5170,3763,2571
45,Alaska,212396,17178,13630,9975,7079,5068,3755
46,Maine,174225,6694,6182,5270,4341,3436,2651
47,Alabama,1212798,122735,97827,82107,72991,68142,65653
48,Idaho,377721,19504,18098,14106,9007,4804,2008
49,Montana,238801,15715,16505,14042,10069,6566,3917
50,Puerto Rico,457057,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,14846,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,31804,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,445061,29666,23117,16608,11608,8373,6348
54,Northern Mariana Islands,4864,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,18,NaN,NaN,NaN,NaN,NaN,NaN
