,State,662,668,675,682,689,696,703
0,Washington,NaN,12483,12541,13160,14428,16577,19682
1,Illinois,NaN,24008,31909,41819,53900,67214,78591
2,California,NaN,38901,39732,46899,59678,79129,106738
3,Arizona,NaN,25373,29404,32996,36070,37857,39118
4,Massachusetts,NaN,11863,15741,21120,27470,33828,37955
5,Wisconsin,NaN,22688,27106,31487,35427,38130,38627
6,Texas,NaN,22967,27884,38309,53967,74497,100858
7,Nebraska,NaN,9130,9545,10183,10752,11020,10725
8,Utah,NaN,8239,8536,9046,9486,9979,10513
9,Oregon,NaN,5964,5500,5418,5606,5981,6592
10,Florida,NaN,10956,11694,14389,20020,31130,51378
11,New York,NaN,38000,48162,61027,77073,95576,113021
12,Rhode Island,NaN,1532,1585,1773,2057,2449,2907
13,Georgia,NaN,6791,7073,7939,9604,12213,16236
14,New Hampshire,NaN,5146,5858,6031,5684,5062,4287
15,North Carolina,NaN,11862,11980,12499,13388,14754,16342
16,New Jersey,NaN,10338,13431,18725,26943,37983,49815
17,Colorado,NaN,21653,22634,23720,24705,25655,26004
18,Maryland,NaN,5542,6719,8398,11118,14953,20449
19,Nevada,NaN,4464,4527,4915,5636,6691,8061
20,Tennessee,NaN,7519,8597,10040,11866,14476,18356
21,Hawaii,NaN,733,758,830,996,1217,1428
22,Indiana,NaN,19330,26249,32679,38432,42803,44625
23,Kentucky,NaN,8675,9199,9823,10656,11734,13149
24,Minnesota,NaN,26321,28724,30443,30957,30226,27991
25,Oklahoma,NaN,4522,4730,5031,5578,6436,7538
26,Pennsylvania,NaN,36395,44073,51775,57015,56687,50456
27,South Carolina,NaN,4599,4638,5172,6221,8008,10796
28,District of Columbia,NaN,578,633,762,957,1248,1530
29,Kansas,NaN,7223,8039,8674,9318,9855,10292
30,Missouri,NaN,8489,10173,11954,14210,16791,19648
31,Vermont,NaN,2691,3394,3947,4241,4355,4182
32,Virginia,NaN,9779,10739,12316,14723,18157,22804
33,Connecticut,NaN,2904,3669,4836,6751,9470,13053
34,Iowa,NaN,8010,8612,9187,10063,10923,11859
35,Louisiana,NaN,2620,2589,2889,3498,4405,5791
36,Ohio,NaN,33584,40790,47539,54000,59986,65028
37,Michigan,NaN,36938,41375,45402,48698,50994,53018
38,South Dakota,NaN,2375,2356,2355,2467,2632,2810
39,Arkansas,NaN,3333,3640,4046,4594,5446,6424
40,Delaware,NaN,1878,2065,2257,2453,2716,3044
41,Mississippi,NaN,1913,1802,1871,2076,2474,3012
42,New Mexico,NaN,9344,10255,10863,11202,11144,10840
43,North Dakota,NaN,3367,3163,2923,2687,2489,2326
44,Wyoming,NaN,2116,1911,1755,1666,1565,1503
45,Alaska,NaN,3105,2527,2149,1891,1725,1630
46,Maine,NaN,3441,3405,3400,3473,3552,3586
47,Alabama,NaN,3859,3819,4127,4750,5733,7098
48,Idaho,NaN,3617,2962,2612,2459,2390,2473
49,Montana,NaN,3802,3321,2959,2676,2446,2301
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,6304,6656,6603,6359,6016,5883
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
