,State,809,815,822,829,836,843,850
0,Washington,NaN,6017,7251,9455,13070,18817,26224
1,Illinois,NaN,9946,12609,16795,23626,33888,48600
2,California,NaN,21162,26457,37213,56288,84486,124673
3,Arizona,NaN,6895,11383,18233,27249,38205,52526
4,Massachusetts,NaN,8692,12118,17327,24820,35171,45948
5,Wisconsin,NaN,3613,5052,7525,11865,19077,28660
6,Texas,NaN,21090,26161,37739,58376,92762,136178
7,Nebraska,NaN,1130,1414,1837,2584,3944,6210
8,Utah,NaN,570,624,762,1053,1602,2734
9,Oregon,NaN,1902,2477,3542,5282,8405,13645
10,Florida,NaN,9071,12503,19471,32659,57986,102209
11,New York,NaN,28540,42375,64106,95657,138385,186809
12,Rhode Island,NaN,1483,1567,1885,2447,3399,4759
13,Georgia,NaN,3656,4022,5148,7513,12060,21037
14,New Hampshire,NaN,1599,2038,2790,4001,5997,9024
15,North Carolina,NaN,5714,5211,5518,6494,8211,11137
16,New Jersey,NaN,10205,14866,22542,35146,53139,75241
17,Colorado,NaN,8102,9579,12151,16471,23257,32247
18,Maryland,NaN,2594,3520,5398,8970,15398,25821
19,Nevada,NaN,1248,1478,1901,2617,3775,5894
20,Tennessee,NaN,1886,2272,3045,4515,7246,11967
21,Hawaii,NaN,1188,1490,2077,3162,4815,7336
22,Indiana,NaN,1309,1362,1591,2013,2873,4504
23,Kentucky,NaN,4909,4658,4754,5094,5807,7298
24,Minnesota,NaN,2971,3301,3899,4953,6676,9639
25,Oklahoma,NaN,2228,2745,3764,5729,8960,14080
26,Pennsylvania,NaN,4915,6439,8983,13721,22150,36137
27,South Carolina,NaN,1790,3295,6129,10394,13672,15559
28,District of Columbia,NaN,672,784,1041,1498,2231,3293
29,Kansas,NaN,778,1089,1698,3121,6005,11122
30,Missouri,NaN,3174,3169,3757,5078,7431,11585
31,Vermont,NaN,1057,1175,1309,1453,1667,1874
32,Virginia,NaN,6808,9389,13476,19733,29827,43509
33,Connecticut,NaN,3679,5169,7542,11311,17127,24376
34,Iowa,NaN,837,1079,1479,2132,3431,5810
35,Louisiana,NaN,713,766,936,1332,2116,3744
36,Ohio,NaN,3819,5343,8377,13669,21731,30625
37,Michigan,NaN,5005,4972,5517,6653,8547,11921
38,South Dakota,NaN,142,152,172,221,302,476
39,Arkansas,NaN,1957,1651,1675,2008,2640,3890
40,Delaware,NaN,643,706,834,1124,1677,2578
41,Mississippi,NaN,992,1299,1806,2508,3665,5335
42,New Mexico,NaN,886,877,940,1069,1340,1796
43,North Dakota,NaN,220,249,297,376,512,747
44,Wyoming,NaN,132,136,161,201,273,400
45,Alaska,NaN,1213,1062,1020,1067,1273,1637
46,Maine,NaN,1463,1639,1869,2136,2517,3091
47,Alabama,NaN,1429,1750,2363,3413,5166,8216
48,Idaho,NaN,606,478,466,535,638,817
49,Montana,NaN,230,222,237,267,328,443
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,591,505,508,554,682,885
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
