,State,592,598,605,612,619,626,633
0,Washington,NaN,19508,18329,16320,13898,11385,9031
1,Illinois,NaN,27358,28346,28271,27518,26100,23795
2,California,NaN,82121,78628,77237,74119,68569,60565
3,Arizona,NaN,22370,21840,20327,17907,15350,12737
4,Massachusetts,NaN,8660,8477,8272,7907,7292,6469
5,Wisconsin,NaN,13748,15039,16451,17378,17509,16384
6,Texas,NaN,99796,95222,86831,76484,65930,55135
7,Nebraska,NaN,4537,5003,4990,4670,4028,3299
8,Utah,NaN,5681,5470,4859,4034,3196,2497
9,Oregon,NaN,11969,10503,9233,8022,6906,5904
10,Florida,NaN,119525,93242,62304,37798,21651,11849
11,New York,NaN,31708,30115,27128,23433,19580,15608
12,Rhode Island,NaN,1720,1558,1349,1103,871,653
13,Georgia,NaN,51487,45604,37558,29655,22558,16719
14,New Hampshire,NaN,1716,1732,1680,1590,1432,1255
15,North Carolina,NaN,40015,37993,35389,31597,27251,22414
16,New Jersey,NaN,13326,12165,10460,8588,6804,5174
17,Colorado,NaN,9449,8868,7721,6464,5265,4192
18,Maryland,NaN,8300,8418,8203,7801,7150,6376
19,Nevada,NaN,7096,7188,7127,6958,6574,5898
20,Tennessee,NaN,43684,39591,32248,24505,17689,12358
21,Hawaii,NaN,5499,5263,4574,3684,2821,2040
22,Indiana,NaN,24416,22398,19398,16193,13195,10552
23,Kentucky,NaN,24630,20787,15977,11579,8231,5721
24,Minnesota,NaN,9676,9058,8206,7288,6347,5417
25,Oklahoma,NaN,15280,13426,10925,8386,6184,4424
26,Pennsylvania,NaN,23122,22873,21195,18738,15956,13043
27,South Carolina,NaN,26699,24558,21448,17914,14207,10600
28,District of Columbia,NaN,736,657,519,384,258,164
29,Kansas,NaN,9283,8905,7674,6175,4668,3407
30,Missouri,NaN,13256,12566,11545,10330,9267,8024
31,Vermont,NaN,892,884,812,705,588,475
32,Virginia,NaN,19633,19867,19268,18112,16724,15246
33,Connecticut,NaN,4950,5408,5834,6089,6009,5598
34,Iowa,NaN,7432,7752,7667,7214,6578,5708
35,Louisiana,NaN,10052,5597,3794,3257,3360,3564
36,Ohio,NaN,39854,44339,45083,43057,39194,33760
37,Michigan,NaN,16888,18649,20088,21106,21533,21040
38,South Dakota,NaN,1770,1721,1529,1265,1009,764
39,Arkansas,NaN,10787,8477,6071,4208,2840,1894
40,Delaware,NaN,2363,2103,1731,1342,1001,730
41,Mississippi,NaN,13924,10034,7001,4828,3242,2156
42,New Mexico,NaN,4240,3751,3195,2625,2110,1642
43,North Dakota,NaN,1993,2079,1976,1730,1460,1167
44,Wyoming,NaN,2681,2624,2376,2015,1636,1250
45,Alaska,NaN,2932,2803,2574,2180,1793,1388
46,Maine,NaN,2193,2494,2484,2333,2068,1771
47,Alabama,NaN,26864,26102,22879,18522,14316,10464
48,Idaho,NaN,6253,6865,6719,6079,5042,3917
49,Montana,NaN,3146,3246,3081,2747,2344,1869
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,9546,9896,9089,7699,6207,4751
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
