,State,459,465,472,479,486,493,500
0,Washington,NaN,10725,11588,11923,11701,10910,9499
1,Illinois,NaN,17195,13362,10326,7714,5791,4145
2,California,NaN,13347,10972,9928,9559,9345,8388
3,Arizona,NaN,5061,5310,5514,5607,5540,5292
4,Massachusetts,NaN,7466,5121,3398,2127,1273,733
5,Wisconsin,NaN,4802,4044,3363,2805,2281,1855
6,Texas,NaN,19393,20109,21687,24007,26014,26700
7,Nebraska,NaN,1237,961,750,599,476,378
8,Utah,NaN,1859,1839,1756,1620,1449,1220
9,Oregon,NaN,6020,7221,8031,8516,8576,7915
10,Florida,NaN,38020,31347,24752,19113,14395,10589
11,New York,NaN,28972,20568,14366,9679,6534,4305
12,Rhode Island,NaN,2241,3076,3545,3552,3141,2374
13,Georgia,NaN,8142,7483,6967,6355,5913,5380
14,New Hampshire,NaN,2014,1458,995,613,369,222
15,North Carolina,NaN,10573,9647,9122,8666,8050,7544
16,New Jersey,NaN,18486,14378,10504,7296,4825,2994
17,Colorado,NaN,10542,9967,8909,7538,5989,4644
18,Maryland,NaN,6815,5039,3672,2643,1866,1258
19,Nevada,NaN,2367,2019,1677,1356,1060,803
20,Tennessee,NaN,5694,5087,4605,4274,4121,3987
21,Hawaii,NaN,546,481,431,348,258,175
22,Indiana,NaN,6619,5695,4957,4440,3935,3507
23,Kentucky,NaN,2778,2491,2314,2140,1965,1774
24,Minnesota,NaN,10776,8379,6353,4671,3437,2439
25,Oklahoma,NaN,2327,2137,1975,1848,1772,1656
26,Pennsylvania,NaN,25301,20075,15393,11421,8289,5678
27,South Carolina,NaN,5016,4336,3722,3128,2654,2278
28,District of Columbia,NaN,561,362,224,123,66,34
29,Kansas,NaN,1179,1038,926,792,684,586
30,Missouri,NaN,3413,3365,3415,3519,3795,3882
31,Vermont,NaN,524,395,330,265,213,159
32,Virginia,NaN,7303,5681,4519,3606,2861,2241
33,Connecticut,NaN,4417,3070,2095,1368,881,537
34,Iowa,NaN,2233,1963,1738,1514,1284,1076
35,Louisiana,NaN,2800,3352,4141,5251,6641,8062
36,Ohio,NaN,10142,7850,6116,4828,3913,3185
37,Michigan,NaN,32845,20042,12280,7660,4923,3246
38,South Dakota,NaN,710,528,409,324,265,214
39,Arkansas,NaN,840,829,815,813,791,775
40,Delaware,NaN,2056,1572,1147,808,560,364
41,Mississippi,NaN,939,943,968,1005,1015,1010
42,New Mexico,NaN,876,903,899,862,820,734
43,North Dakota,NaN,559,472,410,352,312,277
44,Wyoming,NaN,170,176,177,180,172,171
45,Alaska,NaN,578,553,574,624,688,731
46,Maine,NaN,2890,2657,2335,1975,1558,1156
47,Alabama,NaN,1929,2129,2351,2593,2818,2970
48,Idaho,NaN,1120,953,825,727,643,555
49,Montana,NaN,695,622,556,489,435,371
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2055,1841,1706,1576,1477,1398
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
