,State,732,738,745,752,759,766,773
0,Washington,NaN,100824,77688,52874,31872,17549,8193
1,Illinois,NaN,165383,115630,75913,50399,36067,28691
2,California,NaN,662863,439483,273178,172100,116051,86596
3,Arizona,NaN,132458,116080,81742,47417,21387,5424
4,Massachusetts,NaN,88615,56730,37534,27344,22553,20333
5,Wisconsin,NaN,151902,126460,80279,43027,20076,7440
6,Texas,NaN,398063,337517,259490,180270,111839,62697
7,Nebraska,NaN,27782,22889,16882,11444,7080,4033
8,Utah,NaN,52837,38008,22500,11239,4849,3433
9,Oregon,NaN,54258,50738,43729,32681,21408,12006
10,Florida,NaN,384225,334208,236801,144059,81006,43491
11,New York,NaN,230436,146755,109210,92884,85532,81914
12,Rhode Island,NaN,26062,21523,13415,6909,3233,1448
13,Georgia,NaN,116177,91986,72243,53646,38416,27211
14,New Hampshire,NaN,19461,15567,11088,7286,4428,2484
15,North Carolina,NaN,185055,134993,84560,47582,25349,13238
16,New Jersey,NaN,90602,55483,40957,35580,33626,32897
17,Colorado,NaN,77342,54491,36766,23976,15362,10049
18,Maryland,NaN,43857,27851,20873,17476,15784,14803
19,Nevada,NaN,65127,70393,56255,34955,17496,5866
20,Tennessee,NaN,91779,90255,72506,49404,29484,15228
21,Hawaii,NaN,28741,20732,12817,7561,4824,3526
22,Indiana,NaN,91938,74059,53253,34835,21385,12765
23,Kentucky,NaN,71622,60778,42735,26073,14115,6519
24,Minnesota,NaN,69568,63814,50885,35647,22404,12092
25,Oklahoma,NaN,62363,60896,48155,29671,13468,2665
26,Pennsylvania,NaN,135295,89943,62478,46182,36637,31121
27,South Carolina,NaN,101679,70731,42740,23326,11974,5914
28,District of Columbia,NaN,3451,1436,537,185,59,19
29,Kansas,NaN,56758,46100,31998,20164,12427,7760
30,Missouri,NaN,73613,64302,51039,37240,25170,15821
31,Vermont,NaN,7198,5728,4336,3130,2283,1725
32,Virginia,NaN,96162,67947,46294,31402,21944,16487
33,Connecticut,NaN,35307,21421,14393,11112,9606,8920
34,Iowa,NaN,38072,37828,33093,25560,17228,10490
35,Louisiana,NaN,68423,49471,35113,24561,17401,12521
36,Ohio,NaN,166551,126194,91675,65986,48880,38376
37,Michigan,NaN,123192,101210,73472,49073,31009,19334
38,South Dakota,NaN,12238,10142,7634,5158,3249,1902
39,Arkansas,NaN,51248,37824,25914,17033,10952,7119
40,Delaware,NaN,14541,9106,6209,4835,4231,3973
41,Mississippi,NaN,45948,37938,29104,20569,13331,8119
42,New Mexico,NaN,36701,31998,22220,12517,5695,1518
43,North Dakota,NaN,14742,12748,9104,5619,3071,1478
44,Wyoming,NaN,8804,9585,8643,6676,4511,2629
45,Alaska,NaN,14383,13394,10047,6350,3280,1156
46,Maine,NaN,6114,5115,4275,3498,2808,2210
47,Alabama,NaN,119167,99214,62709,32586,14235,4835
48,Idaho,NaN,16685,19574,19111,15582,10959,6713
49,Montana,NaN,9889,10034,9734,8868,7541,5956
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,28365,23747,17429,11628,7419,4518
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
