,State,718,724,731,738,745,752,759
0,Washington,NaN,70762,98789,109311,93282,65727,38277
1,Illinois,NaN,183165,165795,122653,74020,37171,14183
2,California,NaN,457719,560888,537366,404978,246774,110698
3,Arizona,NaN,83155,142981,167125,142007,93065,49242
4,Massachusetts,NaN,113902,96386,61151,30859,11685,1559
5,Wisconsin,NaN,63155,78009,74906,59777,41684,26063
6,Texas,NaN,362701,596742,667560,527347,309294,132341
7,Nebraska,NaN,18495,26524,28969,25096,17531,10406
8,Utah,NaN,35138,54079,56806,42964,25219,13602
9,Oregon,NaN,38661,71159,89046,79606,55732,31633
10,Florida,NaN,334326,454847,455607,321879,160828,43653
11,New York,NaN,461676,361346,231617,129803,66333,30766
12,Rhode Island,NaN,9514,8974,6827,4449,2506,1156
13,Georgia,NaN,107026,132243,156062,153139,123838,86036
14,New Hampshire,NaN,12383,14783,14153,11686,8685,6073
15,North Carolina,NaN,151479,212998,190994,121532,53590,9304
16,New Jersey,NaN,199302,148734,83750,36652,10454,258
17,Colorado,NaN,61724,65850,61211,49857,35805,23089
18,Maryland,NaN,84322,69580,47644,27644,13234,4176
19,Nevada,NaN,23064,31584,40167,43045,39497,31154
20,Tennessee,NaN,72488,78184,72907,59668,43446,28626
21,Hawaii,NaN,20840,18888,12436,5423,753,0
22,Indiana,NaN,70399,80398,76140,61659,43594,27486
23,Kentucky,NaN,51671,68440,65219,48257,29533,15133
24,Minnesota,NaN,38962,47012,47352,41924,33006,23743
25,Oklahoma,NaN,17524,24550,26496,23825,19186,14646
26,Pennsylvania,NaN,174769,187597,149450,92184,42884,9721
27,South Carolina,NaN,79096,118886,110370,70833,31598,5692
28,District of Columbia,NaN,7610,3243,1217,436,163,64
29,Kansas,NaN,39675,55118,51157,35440,18797,7120
30,Missouri,NaN,78603,128957,126572,91095,52190,23234
31,Vermont,NaN,5767,5983,5429,4309,3086,2037
32,Virginia,NaN,102328,101999,84300,58859,35838,18433
33,Connecticut,NaN,50975,45458,32936,19519,9481,3224
34,Iowa,NaN,19403,27605,32662,32753,28572,22340
35,Louisiana,NaN,69149,84547,82945,61976,37341,17044
36,Ohio,NaN,141428,145222,127722,97673,66759,40711
37,Michigan,NaN,111335,123031,112015,85763,56475,32110
38,South Dakota,NaN,9795,15127,16064,12902,8162,4309
39,Arkansas,NaN,42814,62139,56687,35996,15675,2357
40,Delaware,NaN,18474,16303,10381,5103,1543,34
41,Mississippi,NaN,40111,54186,54813,41820,25264,11607
42,New Mexico,NaN,16827,22872,25079,22723,17709,12092
43,North Dakota,NaN,7501,11581,12157,9708,6285,3466
44,Wyoming,NaN,3880,5908,7175,7004,5829,4277
45,Alaska,NaN,7276,12334,13898,11383,7624,4381
46,Maine,NaN,6712,9576,11151,10809,8590,6032
47,Alabama,NaN,68722,95558,87921,57183,26530,5397
48,Idaho,NaN,7840,13446,18037,19586,18082,14777
49,Montana,NaN,4933,8311,11231,12453,11388,8949
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,23228,30801,29868,22819,14640,8149
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
