,State,508,514,521,528,535,542,549
0,Washington,NaN,3056,2213,1603,1199,880,668
1,Illinois,NaN,1609,876,518,340,246,195
2,California,NaN,5946,6539,7435,8493,9824,11158
3,Arizona,NaN,2444,2272,2083,1880,1729,1534
4,Massachusetts,NaN,503,306,189,114,71,44
5,Wisconsin,NaN,573,371,279,223,190,168
6,Texas,NaN,6593,7256,8171,9332,10780,12254
7,Nebraska,NaN,314,410,543,707,917,1141
8,Utah,NaN,1151,1421,1689,1978,2341,2611
9,Oregon,NaN,1403,1208,1032,879,744,638
10,Florida,NaN,8162,7182,6286,5453,4864,4248
11,New York,NaN,2351,1649,1186,865,631,454
12,Rhode Island,NaN,89,51,36,27,21,15
13,Georgia,NaN,1761,1639,1564,1580,1629,1715
14,New Hampshire,NaN,125,70,46,28,19,14
15,North Carolina,NaN,1466,1287,1308,1449,1728,2141
16,New Jersey,NaN,1252,1197,1146,1109,1053,991
17,Colorado,NaN,3234,3216,3131,3010,2838,2611
18,Maryland,NaN,441,303,209,151,114,86
19,Nevada,NaN,1576,2249,3005,3850,4678,5393
20,Tennessee,NaN,1042,995,973,987,1061,1153
21,Hawaii,NaN,261,294,319,332,354,356
22,Indiana,NaN,1616,1289,1089,959,870,786
23,Kentucky,NaN,1026,805,714,668,628,597
24,Minnesota,NaN,683,431,295,216,160,129
25,Oklahoma,NaN,482,409,362,326,299,279
26,Pennsylvania,NaN,1955,1264,858,610,439,331
27,South Carolina,NaN,728,533,419,344,301,267
28,District of Columbia,NaN,97,61,40,25,14,7
29,Kansas,NaN,397,401,424,450,471,506
30,Missouri,NaN,2814,3625,4610,5688,6851,7661
31,Vermont,NaN,15,7,0,0,0,0
32,Virginia,NaN,676,486,380,328,286,258
33,Connecticut,NaN,306,225,165,119,84,60
34,Iowa,NaN,282,253,248,255,265,278
35,Louisiana,NaN,1752,1977,2398,2990,3617,4188
36,Ohio,NaN,1676,1255,1042,919,867,853
37,Michigan,NaN,1314,791,518,364,266,198
38,South Dakota,NaN,31,18,12,7,8,7
39,Arkansas,NaN,747,809,885,985,1078,1215
40,Delaware,NaN,168,111,71,46,28,20
41,Mississippi,NaN,432,417,430,463,498,552
42,New Mexico,NaN,205,154,127,105,84,72
43,North Dakota,NaN,96,68,58,44,41,34
44,Wyoming,NaN,291,367,462,573,667,755
45,Alaska,NaN,69,48,35,28,22,18
46,Maine,NaN,194,107,65,40,28,23
47,Alabama,NaN,1130,1196,1341,1599,1930,2363
48,Idaho,NaN,510,451,415,369,334,308
49,Montana,NaN,293,250,214,191,172,153
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,511,379,320,302,296,290
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
