,State,725,731,738,745,752,759,766
0,Washington,NaN,109284,113250,91778,58501,29040,8626
1,Illinois,NaN,200398,152916,99228,59283,35414,22301
2,California,NaN,757246,655016,438244,233680,82599,4296
3,Arizona,NaN,110368,121497,109207,78121,45414,19680
4,Massachusetts,NaN,125140,86374,52591,31526,20103,14574
5,Wisconsin,NaN,108970,118720,96404,61895,31715,10985
6,Texas,NaN,363268,392797,361686,279159,175214,85191
7,Nebraska,NaN,28720,31434,26935,18706,10942,5320
8,Utah,NaN,54081,55902,41009,22173,7913,1959
9,Oregon,NaN,58285,73194,70967,52506,30904,13299
10,Florida,NaN,337609,288269,242989,184159,123821,75574
11,New York,NaN,417432,279663,190963,142160,116290,102673
12,Rhode Island,NaN,17274,17622,12693,6983,2967,639
13,Georgia,NaN,134977,139459,127832,98626,63992,35645
14,New Hampshire,NaN,20348,21279,17707,12398,7438,3932
15,North Carolina,NaN,173633,154607,106910,56997,19944,947
16,New Jersey,NaN,167280,103303,65587,46648,38073,34351
17,Colorado,NaN,105783,104872,77896,46273,21738,5878
18,Maryland,NaN,73925,50654,34002,22791,15844,11676
19,Nevada,NaN,39342,50345,50297,39881,25947,13494
20,Tennessee,NaN,55151,53421,49105,41050,32095,23585
21,Hawaii,NaN,23192,16051,9413,5058,2709,1381
22,Indiana,NaN,92207,89819,72243,49445,29335,14453
23,Kentucky,NaN,56119,52265,40942,27943,16524,7968
24,Minnesota,NaN,70830,85670,80655,61720,39715,21966
25,Oklahoma,NaN,41433,56172,57999,47373,31082,16338
26,Pennsylvania,NaN,179729,137650,93072,57173,32331,17115
27,South Carolina,NaN,102394,93064,63645,32348,9655,82
28,District of Columbia,NaN,8597,5502,2695,1142,438,152
29,Kansas,NaN,47949,49110,37571,22147,9410,1513
30,Missouri,NaN,80511,84961,72801,52318,32427,17535
31,Vermont,NaN,6234,5810,4512,3038,1819,913
32,Virginia,NaN,117555,98239,67591,40473,21104,8768
33,Connecticut,NaN,58785,44046,28191,16344,9101,5294
34,Iowa,NaN,34448,45676,46035,37715,26073,15631
35,Louisiana,NaN,78277,73878,54545,32528,14670,3202
36,Ohio,NaN,153571,148302,111748,68225,33946,11354
37,Michigan,NaN,125189,109925,85291,59259,38109,22364
38,South Dakota,NaN,13531,14554,12278,8513,4923,2292
39,Arkansas,NaN,53379,52654,38460,21038,7432,349
40,Delaware,NaN,19512,13753,7705,3586,1428,389
41,Mississippi,NaN,44614,48695,41950,29014,15902,6041
42,New Mexico,NaN,29296,34499,29628,19868,10563,3846
43,North Dakota,NaN,11576,12973,10823,7173,3835,1568
44,Wyoming,NaN,6673,8859,9319,8130,5934,3801
45,Alaska,NaN,12593,15173,13355,9483,5475,2388
46,Maine,NaN,7672,8484,8495,7508,5963,4288
47,Alabama,NaN,68328,63482,55286,43383,29339,17113
48,Idaho,NaN,13587,20702,23091,20687,15543,10097
49,Montana,NaN,9468,13309,14494,12898,9561,6013
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,25828,25389,20794,14461,8681,4573
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
