,State,802,808,815,822,829,836,843
0,Washington,NaN,6041,6118,6892,8325,10687,14117
1,Illinois,NaN,8407,9370,10765,12856,16223,21462
2,California,NaN,23330,24639,31512,43707,59468,79544
3,Arizona,NaN,4579,4900,5625,6957,9340,13446
4,Massachusetts,NaN,6956,9525,13161,18350,25915,35630
5,Wisconsin,NaN,2783,3048,3682,4809,6764,10059
6,Texas,NaN,20385,23794,31430,45487,69189,102017
7,Nebraska,NaN,780,768,839,1001,1270,1791
8,Utah,NaN,651,631,671,788,1012,1504
9,Oregon,NaN,1668,1785,2093,2654,3703,5722
10,Florida,NaN,7235,7730,9073,12094,18551,31444
11,New York,NaN,21720,30018,42442,61520,88339,126594
12,Rhode Island,NaN,1550,1651,1844,2229,2935,4032
13,Georgia,NaN,3988,3932,4591,6017,8941,14478
14,New Hampshire,NaN,1315,1631,2102,2846,4109,5814
15,North Carolina,NaN,7394,7246,7559,8371,9582,11570
16,New Jersey,NaN,7745,9412,12456,17548,25223,37071
17,Colorado,NaN,7387,8680,10505,13510,18115,24700
18,Maryland,NaN,2165,2549,3425,5172,8313,14343
19,Nevada,NaN,1064,984,1249,1891,3344,5994
20,Tennessee,NaN,1741,2039,2611,3709,5618,8917
21,Hawaii,NaN,1139,1704,2553,3884,5588,7740
22,Indiana,NaN,1438,1324,1379,1643,2110,3024
23,Kentucky,NaN,4935,4650,4466,4522,4823,5518
24,Minnesota,NaN,2790,2757,2893,3318,4024,5220
25,Oklahoma,NaN,2071,2256,2772,3821,5556,8207
26,Pennsylvania,NaN,4323,4468,5085,6393,8902,13997
27,South Carolina,NaN,1125,1193,1381,1769,2441,3741
28,District of Columbia,NaN,588,619,671,847,1151,1648
29,Kansas,NaN,544,523,558,635,813,1097
30,Missouri,NaN,3456,3925,4866,6526,9491,14084
31,Vermont,NaN,944,995,1069,1154,1275,1405
32,Virginia,NaN,5832,6343,7705,10173,13852,20013
33,Connecticut,NaN,2742,3421,4414,6076,8949,13190
34,Iowa,NaN,520,450,454,529,663,900
35,Louisiana,NaN,741,696,757,944,1330,2106
36,Ohio,NaN,3549,4109,5076,6896,9910,15103
37,Michigan,NaN,5945,6085,6578,7574,9178,12023
38,South Dakota,NaN,131,122,124,145,175,251
39,Arkansas,NaN,3029,3037,3306,3904,4811,6356
40,Delaware,NaN,624,667,763,968,1348,1916
41,Mississippi,NaN,597,618,702,879,1238,1874
42,New Mexico,NaN,894,791,778,818,924,1122
43,North Dakota,NaN,265,254,267,303,354,458
44,Wyoming,NaN,137,124,130,151,192,258
45,Alaska,NaN,1303,1278,1302,1417,1588,1838
46,Maine,NaN,1311,1337,1355,1419,1538,1717
47,Alabama,NaN,1418,1260,1308,1558,1995,2786
48,Idaho,NaN,1381,840,633,568,548,554
49,Montana,NaN,259,198,183,190,203,236
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,785,596,535,535,583,702
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
