,State,578,584,591,598,605,612,619
0,Washington,NaN,22154,23649,23284,21590,18910,15484
1,Illinois,NaN,21410,24656,27885,30848,33281,34003
2,California,NaN,99330,117058,132078,139693,135380,119712
3,Arizona,NaN,20440,20800,21047,20514,19376,17790
4,Massachusetts,NaN,8207,9298,10386,10996,11010,10434
5,Wisconsin,NaN,9639,10927,12976,15300,17226,17919
6,Texas,NaN,120531,165210,206730,213510,182352,138236
7,Nebraska,NaN,1657,1802,1747,1608,1428,1236
8,Utah,NaN,4869,5132,4909,4392,3696,3046
9,Oregon,NaN,12805,13500,13107,11927,10503,9124
10,Florida,NaN,131394,107156,75264,47590,27826,15489
11,New York,NaN,31562,32161,31396,29432,26288,22398
12,Rhode Island,NaN,1717,1815,1798,1676,1463,1158
13,Georgia,NaN,43368,45774,45189,42090,37012,30464
14,New Hampshire,NaN,1645,1903,2030,2063,1980,1832
15,North Carolina,NaN,35303,39897,43094,44686,43171,39435
16,New Jersey,NaN,13062,13570,13277,12270,10789,8940
17,Colorado,NaN,8444,8588,8039,7180,6184,5192
18,Maryland,NaN,7219,8082,8625,8734,8510,7988
19,Nevada,NaN,6222,6519,7038,7701,8083,7889
20,Tennessee,NaN,32453,36637,37465,35633,31015,25048
21,Hawaii,NaN,5177,5550,5601,5224,4532,3583
22,Indiana,NaN,19076,20928,21025,19824,17841,15417
23,Kentucky,NaN,21334,22820,22854,21672,19262,15975
24,Minnesota,NaN,7481,8070,8436,8522,8247,7690
25,Oklahoma,NaN,15064,14876,13694,12057,10046,7896
26,Pennsylvania,NaN,17294,19918,21845,22487,21884,20009
27,South Carolina,NaN,23400,27039,29775,30182,27438,22768
28,District of Columbia,NaN,1213,1154,1007,799,571,382
29,Kansas,NaN,6872,6261,5527,4731,3950,3182
30,Missouri,NaN,14300,12983,12164,11317,10429,9512
31,Vermont,NaN,669,735,721,668,592,512
32,Virginia,NaN,14303,16158,17635,18851,19610,19604
33,Connecticut,NaN,4492,5143,5919,6610,6949,6917
34,Iowa,NaN,5223,6110,6880,7311,7363,6911
35,Louisiana,NaN,29569,24860,19877,15373,11493,8383
36,Ohio,NaN,22947,27716,32199,35830,37808,37504
37,Michigan,NaN,12833,15293,18050,20688,22671,23805
38,South Dakota,NaN,977,1148,1175,1128,1027,873
39,Arkansas,NaN,13231,11263,9067,6933,5038,3563
40,Delaware,NaN,2280,2455,2294,1951,1551,1157
41,Mississippi,NaN,23683,22127,18085,13524,9416,6138
42,New Mexico,NaN,4233,4324,4118,3710,3186,2643
43,North Dakota,NaN,1202,1458,1606,1642,1592,1407
44,Wyoming,NaN,1972,2160,2200,2110,1916,1676
45,Alaska,NaN,2568,2837,2913,2802,2535,2176
46,Maine,NaN,966,970,963,971,946,888
47,Alabama,NaN,30670,31731,30203,26207,21270,16293
48,Idaho,NaN,4306,4656,4882,4839,4519,4113
49,Montana,NaN,1975,2107,2135,2083,1974,1807
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,5017,6177,6690,6688,6357,5635
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
