,State,767,773,780,787,794,801,808
0,Washington,NaN,3786,1544,768,485,391,365
1,Illinois,NaN,13773,10749,8813,7699,7157,7053
2,California,NaN,67763,57338,50089,46122,44813,46609
3,Arizona,NaN,13512,11213,9528,8375,8031,7997
4,Massachusetts,NaN,8671,7477,6378,5773,5429,5419
5,Wisconsin,NaN,7062,5616,4959,4733,4972,5619
6,Texas,NaN,42552,34454,32446,35376,39542,42353
7,Nebraska,NaN,1360,1045,933,887,897,947
8,Utah,NaN,2952,2188,1786,1604,1541,1537
9,Oregon,NaN,6622,4918,4109,3794,3766,3934
10,Florida,NaN,46142,30335,23837,21536,21215,22174
11,New York,NaN,17831,14579,12565,11685,11646,12405
12,Rhode Island,NaN,3814,2819,2266,1949,1792,1720
13,Georgia,NaN,13009,10517,9292,8842,9127,10251
14,New Hampshire,NaN,3972,3247,2705,2415,2266,2253
15,North Carolina,NaN,25312,21427,18719,16947,16002,15993
16,New Jersey,NaN,9786,9209,8876,8893,9299,10604
17,Colorado,NaN,10309,8848,7964,7676,7961,8580
18,Maryland,NaN,4725,4924,5203,5884,6973,8652
19,Nevada,NaN,3475,3987,4407,4722,5147,5755
20,Tennessee,NaN,25034,17232,13254,11300,10393,10039
21,Hawaii,NaN,1883,1433,1158,1014,940,899
22,Indiana,NaN,6759,5590,4965,4723,4720,5056
23,Kentucky,NaN,19357,14913,12192,10597,9765,9348
24,Minnesota,NaN,10266,7703,6478,5877,5607,5592
25,Oklahoma,NaN,8262,6182,5217,4762,4592,4589
26,Pennsylvania,NaN,14934,11904,10067,9199,8967,9146
27,South Carolina,NaN,10232,8399,7227,6554,6252,6145
28,District of Columbia,NaN,445,301,194,120,76,51
29,Kansas,NaN,6076,5421,5057,4874,4860,4861
30,Missouri,NaN,7180,5828,5651,6473,8040,10116
31,Vermont,NaN,1104,1064,978,895,847,802
32,Virginia,NaN,15166,12351,10634,9738,9451,9757
33,Connecticut,NaN,4008,3066,2522,2273,2139,2125
34,Iowa,NaN,5108,3961,3508,3421,3539,3815
35,Louisiana,NaN,5917,4843,4277,4030,4090,4404
36,Ohio,NaN,9487,7693,6712,6282,6395,7111
37,Michigan,NaN,12962,11486,10180,9441,9129,9216
38,South Dakota,NaN,1455,1245,1138,1101,1111,1142
39,Arkansas,NaN,5384,4295,3760,3505,3483,3638
40,Delaware,NaN,1457,1316,1147,1037,975,971
41,Mississippi,NaN,3416,1649,1024,807,737,734
42,New Mexico,NaN,3953,2981,2433,2188,2056,2016
43,North Dakota,NaN,1289,911,753,680,660,666
44,Wyoming,NaN,941,778,732,747,836,938
45,Alaska,NaN,2421,1908,1609,1421,1328,1273
46,Maine,NaN,8027,8310,7811,6718,5544,4440
47,Alabama,NaN,6978,5680,4992,4582,4418,4384
48,Idaho,NaN,10018,8695,7234,5885,4870,4173
49,Montana,NaN,4253,3929,3738,3623,3498,3433
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,6306,4979,4082,3546,3335,3293
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
