,State,795,801,808,815,822,829,836
0,Washington,NaN,6178,6398,7455,9541,13262,18749
1,Illinois,NaN,8124,9351,11336,14561,19331,26835
2,California,NaN,27780,29018,35534,48704,73007,113786
3,Arizona,NaN,4722,4746,5368,6941,9529,13757
4,Massachusetts,NaN,5911,7977,11193,16403,24025,33723
5,Wisconsin,NaN,2635,2879,3557,4923,7518,11774
6,Texas,NaN,19028,23787,33112,47643,67867,97541
7,Nebraska,NaN,540,478,524,652,900,1349
8,Utah,NaN,744,817,988,1345,1965,3127
9,Oregon,NaN,1619,1605,1789,2254,3203,4884
10,Florida,NaN,5660,4256,4093,4913,6884,11074
11,New York,NaN,17492,23591,34618,53306,80400,115704
12,Rhode Island,NaN,1569,1586,1635,1893,2282,2984
13,Georgia,NaN,4600,4555,5454,7696,11855,19341
14,New Hampshire,NaN,1139,1682,2449,3723,5723,8848
15,North Carolina,NaN,8371,9034,10353,12010,14331,18012
16,New Jersey,NaN,7178,8883,12531,18579,29128,44014
17,Colorado,NaN,9394,14184,20916,30445,41862,52696
18,Maryland,NaN,2083,2564,3716,5941,10106,17993
19,Nevada,NaN,2360,2151,2537,3563,5259,7868
20,Tennessee,NaN,2560,2140,2104,2369,2998,4227
21,Hawaii,NaN,537,589,659,790,993,1366
22,Indiana,NaN,1650,1548,1723,2171,2968,4343
23,Kentucky,NaN,10837,19756,34907,45204,44466,39337
24,Minnesota,NaN,2782,2715,2970,3620,4726,6551
25,Oklahoma,NaN,2571,2361,2551,3185,4265,5849
26,Pennsylvania,NaN,4356,4353,4984,6513,9577,15309
27,South Carolina,NaN,1326,1863,2897,5066,8804,13910
28,District of Columbia,NaN,568,606,711,915,1270,1922
29,Kansas,NaN,526,448,440,484,589,801
30,Missouri,NaN,4893,8463,14927,26904,45618,65596
31,Vermont,NaN,996,1090,1212,1370,1597,1851
32,Virginia,NaN,6028,6347,7640,10087,14351,21117
33,Connecticut,NaN,2297,2739,3599,5196,7926,12064
34,Iowa,NaN,740,618,619,717,926,1346
35,Louisiana,NaN,834,803,870,1127,1628,2662
36,Ohio,NaN,3049,3883,5345,7924,12591,20312
37,Michigan,NaN,6508,6820,7829,9760,12872,17769
38,South Dakota,NaN,143,112,113,128,158,218
39,Arkansas,NaN,3660,4206,5442,7029,8610,9646
40,Delaware,NaN,517,537,621,751,1039,1506
41,Mississippi,NaN,705,732,855,1112,1538,2379
42,New Mexico,NaN,988,944,980,1080,1315,1721
43,North Dakota,NaN,196,190,210,245,320,430
44,Wyoming,NaN,149,143,157,191,251,361
45,Alaska,NaN,1108,922,866,878,984,1192
46,Maine,NaN,1278,1206,1196,1222,1305,1455
47,Alabama,NaN,1582,1348,1418,1673,2204,3176
48,Idaho,NaN,2091,1261,956,853,832,868
49,Montana,NaN,302,212,184,192,212,248
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,976,707,621,627,702,854
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
