,State,746,752,759,766,773,780,787
0,Washington,NaN,90231,59480,42777,34349,30090,27907
1,Illinois,NaN,61660,38998,28699,24088,22022,21083
2,California,NaN,330032,220053,166304,141291,130239,125646
3,Arizona,NaN,70996,45055,32695,26891,23807,22220
4,Massachusetts,NaN,30901,21081,16574,14580,13724,13357
5,Wisconsin,NaN,31811,19205,14258,12266,11337,10876
6,Texas,NaN,200441,146588,122279,110249,99717,88159
7,Nebraska,NaN,13082,8675,6544,5546,4987,4655
8,Utah,NaN,17527,10961,8390,7361,6941,6760
9,Oregon,NaN,33595,23616,18152,14674,12650,11314
10,Florida,NaN,177144,117567,86027,70280,62284,58242
11,New York,NaN,63720,46175,37624,33438,31341,30292
12,Rhode Island,NaN,18913,12393,8644,6795,5941,5555
13,Georgia,NaN,70665,51756,40474,33747,29666,27094
14,New Hampshire,NaN,9179,6638,5132,4258,3749,3413
15,North Carolina,NaN,100790,66862,49243,40491,36256,34297
16,New Jersey,NaN,27958,20644,17180,15525,14764,14425
17,Colorado,NaN,32191,22071,17363,15135,14118,13632
18,Maryland,NaN,12483,9153,7594,6838,6489,6363
19,Nevada,NaN,17613,10038,7508,6720,6481,6376
20,Tennessee,NaN,91543,68526,48002,33446,23947,18214
21,Hawaii,NaN,10140,6585,4989,4305,4017,3896
22,Indiana,NaN,47878,31823,23635,19487,17256,16013
23,Kentucky,NaN,54830,36986,26135,19887,16312,14211
24,Minnesota,NaN,60909,41796,30830,24386,20211,17600
25,Oklahoma,NaN,63006,44819,30473,20954,15425,12235
26,Pennsylvania,NaN,56742,40224,31476,27034,24757,23658
27,South Carolina,NaN,64256,45782,35675,30454,27821,26478
28,District of Columbia,NaN,786,403,176,73,28,10
29,Kansas,NaN,24728,15264,11312,9704,9058,8693
30,Missouri,NaN,35890,24679,20286,18923,19201,20080
31,Vermont,NaN,2458,1332,891,733,668,635
32,Virginia,NaN,48540,34657,26512,21969,19481,18065
33,Connecticut,NaN,11384,7784,6198,5500,5183,5037
34,Iowa,NaN,23967,17251,13677,11451,9910,8847
35,Louisiana,NaN,28762,20784,16383,13753,12221,11325
36,Ohio,NaN,43437,27965,21744,19234,18136,17634
37,Michigan,NaN,64797,41666,30360,24635,21595,19858
38,South Dakota,NaN,5199,3518,2764,2427,2248,2149
39,Arkansas,NaN,22847,16145,12508,10534,9370,8746
40,Delaware,NaN,4571,3069,2444,2179,2076,2027
41,Mississippi,NaN,31008,25600,20518,16189,12888,10515
42,New Mexico,NaN,19737,12661,9182,7455,6571,6145
43,North Dakota,NaN,8419,5717,4329,3609,3218,2985
44,Wyoming,NaN,5855,4034,3186,2877,2684,2543
45,Alaska,NaN,12511,8899,6575,5102,4136,3532
46,Maine,NaN,6829,6152,5208,4259,3440,2713
47,Alabama,NaN,75504,57952,49790,46058,44381,43610
48,Idaho,NaN,14096,9905,7347,5508,4413,3600
49,Montana,NaN,11353,8483,6381,4839,3779,3107
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,19134,13123,9359,7068,5752,4992
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
