,State,291,297,304,311,318
0,Washington,117331,6491,6924,7360,7815
1,Illinois,487987,47596,53279,58978,64837
2,California,972713,33193,34944,36705,38576
3,Arizona,259264,10985,12277,13572,14901
4,Massachusetts,171399,10653,11926,13203,14515
5,Wisconsin,281910,38110,41975,45852,49845
6,Texas,1003478,51427,54354,57298,60414
7,Nebraska,83969,9039,9920,10803,11716
8,Utah,132621,14279,15401,16527,17695
9,Oregon,50448,3830,4127,4426,4737
10,Florida,843897,33042,35691,38351,41112
11,New York,529036,16886,18322,19764,21257
12,Rhode Island,36380,3584,4061,4528,5006
13,Georgia,406061,13026,13701,14381,15102
14,New Hampshire,12488,1047,1163,1279,1398
15,North Carolina,293339,20207,21670,23138,24669
16,New Jersey,254595,12761,14229,15700,17212
17,Colorado,130984,15190,17173,19161,21201
18,Maryland,153996,6627,7083,7541,8021
19,Nevada,110022,7480,8199,8920,9663
20,Tennessee,281851,20878,22673,24474,26330
21,Hawaii,16179,520,483,446,410
22,Indiana,210374,21573,23947,26329,28783
23,Kentucky,120838,13256,14482,15712,16987
24,Minnesota,180862,18107,19998,21896,23856
25,Oklahoma,136258,9779,9948,10119,10316
26,Pennsylvania,235014,17903,19719,21542,23424
27,South Carolina,185688,8088,8279,8472,8691
28,District of Columbia,18001,636,685,735,787
29,Kansas,104622,8227,8879,9533,10217
30,Missouri,212869,18123,19179,20241,21363
31,Vermont,2392,169,193,217,241
32,Virginia,192175,9604,10014,10428,10874
33,Connecticut,78125,5956,6734,7515,8317
34,Iowa,154778,14190,15531,16877,18276
35,Louisiana,192981,4218,4267,4318,4378
36,Ohio,250268,22339,24818,27305,29867
37,Michigan,229073,24480,27496,30521,33639
38,South Dakota,55404,9438,10634,11833,13062
39,Arkansas,121866,8489,8812,9138,9489
40,Delaware,26603,1305,1363,1421,1484
41,Mississippi,126689,6668,7020,7375,7751
42,New Mexico,54881,6969,7936,8906,9895
43,North Dakota,54305,8487,9454,10425,11421
44,Wyoming,17310,3077,3490,3905,4329
45,Alaska,19826,3074,3488,3902,4326
46,Maine,7693,512,573,635,698
47,Alabama,204665,11933,12733,13537,14375
48,Idaho,72961,7968,8695,9424,10175
49,Montana,39679,7258,8070,8885,9721
50,Puerto Rico,38100,NaN,NaN,NaN,NaN
51,Virgin Islands,1405,NaN,NaN,NaN,NaN
52,Guam,5077,NaN,NaN,NaN,NaN
53,West Virginia,28404,3074,3346,3618,3902
54,Northern Mariana Islands,100,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
