,State,418,423,430,437,444
0,Washington,350506,4850,3905,4174,4689
1,Illinois,1210032,10705,10089,10129,10247
2,California,3626027,18487,18107,18677,19284
3,Arizona,833381,7725,6814,7428,7702
4,Massachusetts,603464,11992,12148,16380,54051
5,Wisconsin,625690,3635,3590,3728,3880
6,Texas,2731814,29825,25844,26897,27989
7,Nebraska,204753,2007,2065,2885,3912
8,Utah,378600,3485,3225,3419,6383
9,Oregon,159790,2057,1891,1853,1829
10,Florida,1979634,31999,32633,35055,38371
11,New York,1748482,43860,38106,37233,36694
12,Rhode Island,131487,2560,2598,2510,5740
13,Georgia,1034763,8892,9227,10051,11881
14,New Hampshire,78813,1614,1543,1533,2534
15,North Carolina,886218,8495,7219,7872,9007
16,New Jersey,840685,24491,18695,18222,17710
17,Colorado,444390,7254,7148,7256,7500
18,Maryland,394058,5722,5243,4970,4751
19,Nevada,299471,2910,2709,2645,2600
20,Tennessee,792795,6771,6544,7570,28349
21,Hawaii,28598,458,370,353,339
22,Indiana,672967,5487,5357,5595,5745
23,Kentucky,416610,5385,4942,5159,5318
24,Minnesota,498218,6340,5430,5575,5695
25,Oklahoma,432793,4016,3949,4216,4643
26,Pennsylvania,970281,16624,13691,13192,12833
27,South Carolina,534188,7960,7892,7978,8095
28,District of Columbia,42623,NaN,NaN,NaN,NaN
29,Kansas,300434,1568,1529,1705,1846
30,Missouri,571405,4154,7551,17181,98119
31,Vermont,16992,730,465,465,485
32,Virginia,595865,8701,7745,7529,7336
33,Connecticut,293102,5213,4289,4961,6067
34,Iowa,343303,3279,2419,2606,3878
35,Louisiana,437565,3821,4253,4768,5285
36,Ohio,990340,10518,9168,9523,9861
37,Michigan,673916,13224,12114,13635,21084
38,South Dakota,114649,1024,945,969,1022
39,Arkansas,327060,2127,2635,2762,3109
40,Delaware,90614,1809,1710,1660,1769
41,Mississippi,300881,3505,3610,3843,4040
42,New Mexico,188488,1293,1711,1718,2667
43,North Dakota,101001,592,528,546,570
44,Wyoming,55327,348,278,324,382
45,Alaska,60591,898,640,655,758
46,Maine,47206,1121,939,931,905
47,Alabama,508229,3736,3645,3755,3912
48,Idaho,175657,2069,2003,2205,2425
49,Montana,101933,815,768,794,825
50,Puerto Rico,103211,NaN,NaN,NaN,NaN
51,Virgin Islands,2767,NaN,NaN,NaN,NaN
52,Guam,7773,NaN,NaN,NaN,NaN
53,West Virginia,135678,1680,1682,1558,1455
54,Northern Mariana Islands,154,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
