,State,229,234,241,248,255
0,Washington,77545,3412,3280,2970,2634
1,Illinois,252884,27031,22675,18146,14076
2,California,740965,29280,27141,25601,23955
3,Arizona,205964,4995,4361,3765,3208
4,Massachusetts,122791,41,148,348,732
5,Wisconsin,81760,9093,10636,11398,11609
6,Texas,659041,32210,27533,24540,21681
7,Nebraska,35975,2123,2726,3156,3406
8,Utah,55033,2791,3060,3255,3338
9,Oregon,28190,1895,2201,2450,2621
10,Florida,648269,21052,19914,19020,17850
11,New York,440021,5567,5553,5510,5409
12,Rhode Island,22243,503,394,319,268
13,Georgia,283807,14579,13317,12120,10740
14,New Hampshire,7476,172,185,198,212
15,North Carolina,182334,12912,13296,13371,13123
16,New Jersey,194390,2568,2343,2151,1966
17,Colorado,59464,604,763,917,1027
18,Maryland,112883,4645,4051,3519,3025
19,Nevada,71967,2783,2566,2370,2180
20,Tennessee,165109,9543,11443,12968,13869
21,Hawaii,9959,2256,3032,4167,5672
22,Indiana,100394,7300,7770,7736,7296
23,Kentucky,53064,5850,6519,6974,7057
24,Minnesota,81225,6046,6215,6186,5893
25,Oklahoma,64220,7240,8486,9388,9760
26,Pennsylvania,144540,6235,6100,5879,5569
27,South Carolina,125607,9593,8587,7531,6409
28,District of Columbia,14315,358,388,389,370
29,Kansas,46337,6188,6843,7151,7098
30,Missouri,95406,10419,10964,11247,11032
31,Vermont,1651,54,113,161,202
32,Virginia,127516,8082,9104,9645,9709
33,Connecticut,53365,823,712,618,536
34,Iowa,70537,7857,8290,8245,7676
35,Louisiana,153177,4665,3439,2603,1990
36,Ohio,131336,9126,9585,9722,9497
37,Michigan,118403,6263,6094,5801,5415
38,South Dakota,15300,2286,2664,2892,2906
39,Arkansas,65727,8047,9189,10214,10872
40,Delaware,18249,592,506,433,368
41,Mississippi,87130,4807,3853,3102,2487
42,New Mexico,26144,832,881,890,869
43,North Dakota,13801,2396,2299,2141,1932
44,Wyoming,4032,636,1279,1712,1935
45,Alaska,5793,784,820,847,858
46,Maine,4701,201,272,331,382
47,Alabama,132973,7254,7297,7163,6859
48,Idaho,33738,2017,2464,2854,3123
49,Montana,8316,1221,1425,1595,1716
50,Puerto Rico,35375,777,739,723,703
51,Virgin Islands,1190,11,10,9,9
52,Guam,1619,407,374,342,305
53,West Virginia,11575,1745,2488,3252,3921
54,Northern Mariana Islands,59,0,0,0,0
55,American Samoa,0,0,0,0,0
