,County,321,332,339
0,01001,3087,388,307
1,01003,9974,1126,827
2,01005,1240,141,109
3,01007,1317,170,140
4,01009,3426,426,272
5,01011,719,88,75
6,01013,1257,162,131
7,01015,7300,842,511
8,01017,1945,226,151
9,01019,1125,129,83
10,01021,2441,224,153
11,01023,442,47,37
12,01025,1699,207,158
13,01027,979,86,56
14,01029,837,84,55
15,01031,2728,323,214
16,01033,3578,431,296
17,01035,759,87,66
18,01037,408,59,47
19,01039,2415,254,210
20,01041,756,86,71
21,01043,5299,734,546
22,01045,2560,260,167
23,01047,2424,287,242
24,01049,5438,647,438
25,01051,4618,525,425
26,01053,2184,231,193
27,01055,7471,933,589
28,01057,1083,154,123
29,01059,2735,352,278
30,01061,1343,143,85
31,01063,488,65,50
32,01065,1057,134,97
33,01067,937,79,51
34,01069,5771,629,478
35,01071,4021,550,434
36,01073,37488,4555,3586
37,01075,769,104,83
38,01077,4722,664,501
39,01079,1453,179,115
40,01081,8298,856,714
41,01083,4905,624,489
42,01085,845,113,94
43,01087,807,103,76
44,01089,15575,1973,1526
45,01091,1340,169,141
46,01093,1585,178,110
47,01095,7319,978,770
48,01097,21257,2189,1790
49,01099,881,105,81
50,01101,13186,1394,1114
51,01103,7834,1046,825
52,01105,714,85,56
53,01107,1330,173,130
54,01109,1679,183,126
55,01111,1100,101,63
56,01113,2383,250,192
57,01115,4938,571,366
58,01117,11881,1396,1118
59,01119,622,82,54
60,01121,4082,468,302
61,01123,1983,229,158
62,01125,14507,1755,1222
63,01127,4128,488,335
64,01129,969,110,87
65,01131,677,73,57
66,01133,1547,221,178
67,02013,43,7,5
68,02016,146,33,29
69,02020,19046,2679,1821
70,02050,1807,213,109
71,02060,0,7,4
72,02068,48,4,2
73,02070,106,9,6
74,02090,3875,408,283
75,02100,18,2,1
76,02105,0,,NaN
77,02110,922,106,74
78,02122,3038,472,323
79,02130,216,24,18
80,02150,530,90,43
81,02158,496,,NaN
82,02164,151,0,0
83,02170,5069,790,419
84,02180,249,23,14
85,02185,578,67,38
86,02188,376,32,19
87,02195,29,3,2
88,02198,60,5,3
89,02220,228,31,22
90,02230,11,1,1
91,02240,339,42,26
92,02261,286,30,22
93,02275,23,2,1
94,02282,50,,NaN
95,02290,184,17,10
96,04001,5952,866,695
97,04003,4663,799,611
98,04005,8494,1197,867
99,04007,3365,534,418
100,04009,2419,406,284
101,04011,297,47,30
102,04012,996,168,132
103,04013,236818,48610,41982
104,04015,7621,1275,982
105,04017,9056,1323,1043
106,04019,46849,8754,6499
107,04021,19579,3596,2758
108,04023,4569,821,633
109,04025,6989,1300,969
110,04027,20490,3750,3007
111,05001,1046,109,85
112,05003,975,123,75
113,05005,1576,211,122
114,05007,13437,1517,942
115,05009,2033,272,157
116,05011,611,71,55
117,05013,167,23,17
118,05015,1646,230,130
119,05017,1273,154,120
120,05019,953,107,71
121,05021,1055,131,100
122,05023,831,112,61
123,05025,432,55,43
124,05027,1222,147,81
125,05029,821,102,72
126,05031,7924,1029,579
127,05033,3431,357,248
128,05035,3538,386,315
129,05037,971,124,98
130,05039,357,50,33
131,05041,682,86,68
132,05043,1014,144,81
133,05045,5494,638,452
134,05047,889,93,69
135,05049,595,61,46
