,County,319,325,332
0,01001,3005,192,254
1,01003,9728,700,950
2,01005,1223,53,76
3,01007,1293,83,110
4,01009,3299,236,301
5,01011,713,29,43
6,01013,1236,72,109
7,01015,7096,536,688
8,01017,1906,104,142
9,01019,1093,56,74
10,01021,2391,129,176
11,01023,440,19,29
12,01025,1671,81,115
13,01027,963,48,65
14,01029,821,47,62
15,01031,2657,162,212
16,01033,3536,244,323
17,01035,738,35,51
18,01037,393,32,40
19,01039,2370,123,166
20,01041,745,33,46
21,01043,5032,400,520
22,01045,2528,140,188
23,01047,2384,125,181
24,01049,5334,356,462
25,01051,4482,291,397
26,01053,2099,87,125
27,01055,7220,592,766
28,01057,1061,94,120
29,01059,2694,149,209
30,01061,1316,75,97
31,01063,473,35,50
32,01065,1028,60,85
33,01067,925,48,67
34,01069,5674,323,425
35,01071,3896,372,481
36,01073,36475,2856,3678
37,01075,755,59,79
38,01077,4626,366,459
39,01079,1422,93,118
40,01081,8171,401,584
41,01083,4744,337,451
42,01085,837,45,65
43,01087,781,45,63
44,01089,15090,1297,1635
45,01091,1312,80,115
46,01093,1537,99,135
47,01095,7133,560,741
48,01097,20869,944,1342
49,01099,855,42,60
50,01101,13003,644,935
51,01103,7600,635,809
52,01105,707,34,50
53,01107,1313,78,107
54,01109,1663,81,115
55,01111,1086,53,73
56,01113,2359,117,167
57,01115,4768,348,469
58,01117,11546,844,1137
59,01119,619,39,58
60,01121,3944,282,379
61,01123,1934,98,134
62,01125,14182,881,1183
63,01127,3983,244,324
64,01129,952,44,65
65,01131,664,33,50
66,01133,1484,108,141
67,02013,42,4,5
68,02016,115,12,18
69,02020,18563,1701,1927
70,02050,1709,172,210
71,02060,0,2,4
72,02068,47,3,4
73,02070,106,7,9
74,02090,3755,270,323
75,02100,17,0,1
76,02105,0,,NaN
77,02110,909,52,67
78,02122,2999,313,348
79,02130,214,16,20
80,02150,463,79,87
81,02158,461,,NaN
82,02164,150,0,0
83,02170,4936,899,939
84,02180,246,19,23
85,02185,567,57,69
86,02188,373,22,29
87,02195,26,1,2
88,02198,59,5,7
89,02220,224,26,30
90,02230,11,1,1
91,02240,328,38,45
92,02261,282,21,27
93,02275,22,1,1
94,02282,50,,NaN
95,02290,182,12,15
96,04001,5864,450,646
97,04003,4342,417,508
98,04005,8241,672,931
99,04007,3290,290,380
100,04009,2369,193,248
101,04011,293,46,56
102,04012,976,86,114
103,04013,228312,22029,27259
104,04015,7238,697,940
105,04017,8766,688,1024
106,04019,45166,4695,6499
107,04021,18739,1949,2707
108,04023,4416,454,621
109,04025,6621,794,1003
110,04027,19643,1647,2354
111,05001,1036,65,89
112,05003,948,78,101
113,05005,1541,120,151
114,05007,13220,1008,1358
115,05009,2001,179,230
116,05011,580,56,71
117,05013,161,13,15
118,05015,1603,124,161
119,05017,1260,81,117
120,05019,934,73,93
121,05021,1034,97,120
122,05023,814,66,83
123,05025,415,35,45
124,05027,1192,86,113
125,05029,794,79,100
126,05031,7775,548,709
127,05033,3367,222,291
128,05035,3500,208,285
129,05037,947,78,101
130,05039,345,34,42
131,05041,662,61,84
132,05043,969,123,157
133,05045,5345,415,554
134,05047,879,67,87
135,05049,589,39,51
136,05051,4134,284,386
137,05053,677,59,74
138,05055,3354,307,385
139,05057,927,59,77
140,05059,3020,153,209
141,05061,866,49,67
142,05063,2235,140,187
143,05065,1030,57,76
144,05067,2131,238,285
145,05069,5469,288,409
146,05071,1356,79,114
147,05073,274,16,22
148,05075,1259,88,115
149,05077,1258,78,108
150,05079,2569,149,220
151,05081,672,38,51
152,05083,1072,93,117
153,05085,2981,219,290
154,05087,748,68,86
155,05089,481,41,50
156,05091,2263,126,169
157,05093,3516,238,317
158,05095,335,22,30
159,05097,349,38,48
160,05099,492,30,39
161,05101,479,36,48
162,05103,942,113,136
163,05105,287,23,30
164,05107,1013,64,89
165,05109,429,34,44
166,05111,1798,113,149
167,05113,927,92,113
168,05115,4035,264,356
169,05117,380,24,32
170,05119,18173,1258,1730
171,05121,1085,77,102
172,05123,2188,122,176
173,05125,5504,487,630
174,05127,430,39,50
175,05129,353,32,43
176,05131,7513,476,657
177,05133,1800,104,138
178,05135,791,63,75
179,05137,541,42,55
180,05139,1686,120,164
181,05141,453,50,62
182,05143,16741,1152,1545
183,05145,3284,243,310
184,05147,222,18,23
185,05149,1795,125,169
186,06001,32781,3020,4006
187,06003,57,5,6
188,06005,991,131,152
189,06007,4455,281,355
190,06009,606,84,104
191,06011,825,67,88
192,06013,26355,2013,2724
193,06015,411,32,39
194,06017,3061,449,557
195,06019,40568,1981,2778
196,06021,1056,84,109
197,06023,1014,72,92
198,06025,16555,554,701
199,06027,332,22,31
