,State,452,458,465,472,479
0,Washington,NaN,67,74,88,107
1,Illinois,NaN,200,217,224,218
2,California,NaN,716,715,739,796
3,Arizona,NaN,78,103,143,203
4,Massachusetts,NaN,180,161,132,101
5,Wisconsin,NaN,56,62,63,68
6,Texas,NaN,452,450,468,511
7,Nebraska,NaN,7,7,7,0
8,Utah,NaN,14,14,14,14
9,Oregon,NaN,21,28,36,45
10,Florida,NaN,532,572,597,610
11,New York,NaN,524,470,392,320
12,Rhode Island,NaN,14,14,11,7
13,Georgia,NaN,262,273,308,369
14,New Hampshire,NaN,14,14,14,14
15,North Carolina,NaN,135,149,178,229
16,New Jersey,NaN,237,215,189,163
17,Colorado,NaN,47,49,55,56
18,Maryland,NaN,112,116,118,112
19,Nevada,NaN,50,56,63,63
20,Tennessee,NaN,77,80,91,112
21,Hawaii,NaN,0,0,0,0
22,Indiana,NaN,85,95,105,116
23,Kentucky,NaN,99,98,101,110
24,Minnesota,NaN,74,82,84,81
25,Oklahoma,NaN,64,77,97,130
26,Pennsylvania,NaN,292,310,320,322
27,South Carolina,NaN,83,75,69,63
28,District of Columbia,NaN,14,11,7,7
29,Kansas,NaN,28,28,28,35
30,Missouri,NaN,70,70,70,70
31,Vermont,NaN,7,7,7,7
32,Virginia,NaN,119,119,113,112
33,Connecticut,NaN,46,42,38,35
34,Iowa,NaN,28,28,26,21
35,Louisiana,NaN,57,65,81,120
36,Ohio,NaN,28,28,28,28
37,Michigan,NaN,439,478,486,471
38,South Dakota,NaN,7,7,7,7
39,Arkansas,NaN,25,26,28,34
40,Delaware,NaN,14,21,21,21
41,Mississippi,NaN,28,28,28,28
42,New Mexico,NaN,21,21,17,14
43,North Dakota,NaN,0,0,0,0
44,Wyoming,NaN,0,0,0,0
45,Alaska,NaN,7,7,7,5
46,Maine,NaN,7,10,14,17
47,Alabama,NaN,43,42,43,56
48,Idaho,NaN,14,14,14,13
49,Montana,NaN,14,14,14,14
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,35,35,35,35
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN
