,State,292,297,304,311,318
0,Washington,2460,73,83,91,92
1,Illinois,10563,471,527,595,624
2,California,18021,320,323,321,330
3,Arizona,6164,166,167,177,168
4,Massachusetts,10163,150,166,170,164
5,Wisconsin,2595,307,346,350,357
6,Texas,19217,695,732,764,763
7,Nebraska,710,61,73,82,86
8,Utah,661,54,59,67,76
9,Oregon,734,42,46,49,55
10,Florida,17179,375,384,394,385
11,New York,33923,150,161,170,180
12,Rhode Island,1233,26,30,30,32
13,Georgia,8677,203,210,209,207
14,New Hampshire,489,10,12,13,15
15,North Carolina,4615,223,225,226,224
16,New Jersey,16440,95,113,123,125
17,Colorado,2408,107,130,155,173
18,Maryland,4221,66,75,79,77
19,Nevada,1852,66,73,77,76
20,Tennessee,3610,235,240,238,246
21,Hawaii,221,7,8,8,8
22,Indiana,4664,291,348,406,439
23,Kentucky,1576,86,92,96,95
24,Minnesota,2729,188,228,265,294
25,Oklahoma,1444,95,101,102,104
26,Pennsylvania,9008,209,233,264,265
27,South Carolina,4041,112,115,108,109
28,District of Columbia,655,6,7,7,7
29,Kansas,1181,87,97,99,103
30,Missouri,3165,192,197,194,190
31,Vermont,59,0,0,1,1
32,Virginia,3713,80,90,91,91
33,Connecticut,4698,57,69,76,83
34,Iowa,1872,126,141,192,195
35,Louisiana,6048,96,97,97,98
36,Ohio,5524,205,247,259,281
37,Michigan,8008,252,312,365,362
38,South Dakota,537,98,104,114,127
39,Arkansas,2108,134,140,147,145
40,Delaware,719,15,18,19,20
41,Mississippi,3443,96,97,97,99
42,New Mexico,1130,86,94,103,113
43,North Dakota,644,106,115,132,139
44,Wyoming,114,25,28,32,33
45,Alaska,84,5,8,8,8
46,Maine,153,4,5,8,8
47,Alabama,3084,113,118,117,120
48,Idaho,698,60,66,70,76
49,Montana,457,85,90,92,93
50,Puerto Rico,882,39,39,39,40
51,Virgin Islands,23,0,0,1,1
52,Guam,90,8,8,8,8
53,West Virginia,530,44,46,53,61
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
