,State,207,213,220,227,234,241
0,Washington,1781,97,97,93,89,85
1,Illinois,7955,115,116,118,119,120
2,California,11243,1155,1130,1066,993,922
3,Arizona,4506,303,256,216,182,153
4,Massachusetts,8838,102,107,112,118,124
5,Wisconsin,1039,63,63,61,59,56
6,Texas,10396,1380,1300,1219,1140,1065
7,Nebraska,361,18,20,22,25,27
8,Utah,363,27,25,22,20,18
9,Oregon,388,34,34,34,34,35
10,Florida,9452,1342,1398,1452,1505,1558
11,New York,32816,89,90,91,91,92
12,Rhode Island,1021,10,11,12,14,15
13,Georgia,4702,525,529,516,496,475
14,New Hampshire,423,4,3,2,2,1
15,North Carolina,2347,179,168,155,144,132
16,New Jersey,15912,55,58,61,64,67
17,Colorado,1896,41,39,35,31,27
18,Maryland,3639,80,75,69,63,57
19,Nevada,1072,131,125,115,106,97
20,Tennessee,1366,164,158,146,133,121
21,Hawaii,40,8,12,18,26,37
22,Indiana,3133,108,118,126,135,144
23,Kentucky,810,44,43,42,40,38
24,Minnesota,1752,44,44,44,44,45
25,Oklahoma,661,58,55,50,45,41
26,Pennsylvania,7453,127,127,124,120,116
27,South Carolina,2269,281,251,222,196,172
28,District of Columbia,597,4,4,4,4,3
29,Kansas,406,29,30,30,30,31
30,Missouri,1383,72,72,72,71,70
31,Vermont,58,0,0,0,0,0
32,Virginia,2381,107,109,111,112,114
33,Connecticut,4453,10,8,7,6,5
34,Iowa,975,50,49,48,46,45
35,Louisiana,4507,346,356,339,309,278
36,Ohio,3826,203,196,187,178,169
37,Michigan,6592,67,70,74,78,82
38,South Dakota,153,11,12,13,14,16
39,Arkansas,599,67,70,72,75,77
40,Delaware,593,4,3,3,3,2
41,Mississippi,2084,204,188,168,150,133
42,New Mexico,714,31,26,22,18,15
43,North Dakota,125,10,10,10,11,11
44,Wyoming,30,2,2,3,3,4
45,Alaska,28,3,3,4,4,5
46,Maine,127,2,2,1,1,1
47,Alabama,1898,168,144,120,99,82
48,Idaho,269,47,47,47,47,46
49,Montana,82,16,18,21,24,28
50,Puerto Rico,335,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,9,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN
53,West Virginia,160,19,20,21,23,24
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
