,State,200,206,213,220,227,234
0,Washington,1688,101,108,115,121,128
1,Illinois,7845,107,107,108,108,108
2,California,10377,1293,1337,1295,1207,1110
3,Arizona,4150,455,420,386,354,324
4,Massachusetts,8735,70,72,74,77,79
5,Wisconsin,998,78,81,81,78,76
6,Texas,9157,1353,1294,1219,1143,1069
7,Nebraska,345,15,17,19,21,23
8,Utah,336,39,36,33,31,28
9,Oregon,356,34,35,36,36,37
10,Florida,8186,1291,1390,1487,1586,1689
11,New York,32755,106,109,112,115,117
12,Rhode Island,1014,13,15,14,12,9
13,Georgia,4199,529,567,567,548,522
14,New Hampshire,419,4,3,3,2,2
15,North Carolina,2192,219,252,289,332,380
16,New Jersey,15874,60,64,68,72,77
17,Colorado,1858,55,59,60,61,61
18,Maryland,3585,95,110,126,144,165
19,Nevada,957,133,139,140,139,138
20,Tennessee,1223,173,183,180,171,161
21,Hawaii,31,9,12,18,25,36
22,Indiana,3041,113,126,134,141,147
23,Kentucky,773,54,56,57,58,59
24,Minnesota,1698,54,60,68,76,85
25,Oklahoma,603,67,80,94,111,130
26,Pennsylvania,7311,98,98,99,99,100
27,South Carolina,2031,325,310,289,268,248
28,District of Columbia,591,5,5,4,4,4
29,Kansas,380,36,36,34,31,28
30,Missouri,1334,83,92,101,111,122
31,Vermont,58,0,0,0,0,0
32,Virginia,2326,127,132,134,136,137
33,Connecticut,4441,14,11,9,8,7
34,Iowa,931,47,47,46,45,44
35,Louisiana,4263,384,441,465,459,437
36,Ohio,3669,244,246,239,230,221
37,Michigan,6519,48,50,52,53,56
38,South Dakota,146,11,12,12,13,14
39,Arkansas,544,59,63,67,71,75
40,Delaware,591,3,2,2,2,1
41,Mississippi,1896,153,165,177,190,204
42,New Mexico,685,43,44,45,47,48
43,North Dakota,112,13,14,14,15,15
44,Wyoming,28,4,4,5,6,7
45,Alaska,26,3,4,5,5,6
46,Maine,125,3,2,2,2,2
47,Alabama,1768,250,261,263,262,259
48,Idaho,237,59,61,62,62,62
49,Montana,75,19,23,27,32,38
50,Puerto Rico,279,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,9,NaN,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN,NaN
53,West Virginia,139,12,14,15,17,19
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
