,State,242,248,255,262,269,276
0,Washington,2037,36,32,28,25,22
1,Illinois,8686,158,159,160,161,162
2,California,15016,575,509,451,399,353
3,Arizona,5477,116,121,130,139,149
4,Massachusetts,9310,83,82,81,79,78
5,Wisconsin,1242,48,53,59,65,72
6,Texas,15088,666,594,530,472,420
7,Nebraska,442,19,20,22,23,24
8,Utah,440,11,11,12,12,12
9,Oregon,526,19,17,16,15,14
10,Florida,13296,489,388,308,244,194
11,New York,33087,60,60,60,60,60
12,Rhode Island,1088,16,17,18,19,20
13,Georgia,6602,284,255,229,205,184
14,New Hampshire,438,3,4,5,6,7
15,North Carolina,3243,171,161,152,144,136
16,New Jersey,16067,47,49,50,52,54
17,Colorado,2014,24,24,25,25,25
18,Maryland,3879,42,43,45,47,49
19,Nevada,1531,57,48,40,34,29
20,Tennessee,2218,134,121,108,97,87
21,Hawaii,120,17,16,15,13,12
22,Indiana,3506,71,70,69,67,66
23,Kentucky,1111,65,66,67,68,69
24,Minnesota,2017,50,46,42,38,35
25,Oklahoma,946,54,57,60,63,67
26,Pennsylvania,7960,95,93,91,90,88
27,South Carolina,3199,168,176,185,195,205
28,District of Columbia,620,4,4,4,3,3
29,Kansas,595,54,56,58,59,61
30,Missouri,1826,102,102,102,102,102
31,Vermont,58,0,0,0,0,0
32,Virginia,3013,142,140,138,136,133
33,Connecticut,4492,8,8,7,7,7
34,Iowa,1265,63,69,75,81,88
35,Louisiana,5368,109,99,90,82,74
36,Ohio,4615,159,155,150,145,141
37,Michigan,6969,80,82,83,85,87
38,South Dakota,202,16,19,21,23,25
39,Arkansas,1181,81,81,81,81,81
40,Delaware,621,5,5,4,4,4
41,Mississippi,2810,99,86,75,65,57
42,New Mexico,849,19,16,14,11,10
43,North Dakota,192,24,28,33,39,46
44,Wyoming,49,3,3,3,3,3
45,Alaska,45,2,2,2,2,2
46,Maine,139,2,3,3,3,3
47,Alabama,2437,77,69,61,54,48
48,Idaho,443,23,21,19,17,16
49,Montana,157,16,16,16,16,17
50,Puerto Rico,608,51,50,51,52,53
51,Virgin Islands,19,NaN,NaN,NaN,NaN,NaN
52,Guam,31,NaN,NaN,NaN,NaN,NaN
53,West Virginia,314,36,38,39,41,43
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
