,State,718,724,731,738,745,752,759
0,Washington,NaN,70971,98833,110766,98368,70027,40923
1,Illinois,NaN,182052,165261,121939,75695,38821,15540
2,California,NaN,457393,569806,552609,419988,258215,117664
3,Arizona,NaN,83450,143808,172051,149814,98469,51914
4,Massachusetts,NaN,114788,97166,62286,32232,12911,2190
5,Wisconsin,NaN,63135,78433,75922,61990,44259,28743
6,Texas,NaN,364118,600516,684301,540388,317124,135672
7,Nebraska,NaN,18582,26504,29521,26066,18627,11232
8,Utah,NaN,35179,54504,58401,44831,26505,13932
9,Oregon,NaN,38608,71406,91604,83899,58576,33122
10,Florida,NaN,336076,461391,467295,332942,169420,47634
11,New York,NaN,461657,362495,236119,134440,70014,33462
12,Rhode Island,NaN,9526,9066,7026,4707,2741,1333
13,Georgia,NaN,107759,131906,160576,160686,131301,91052
14,New Hampshire,NaN,12294,14806,14516,12256,9033,6392
15,North Carolina,NaN,152226,212989,194059,125837,57410,11176
16,New Jersey,NaN,200063,150182,84567,37655,11624,608
17,Colorado,NaN,62227,66545,63736,54140,39638,25527
18,Maryland,NaN,84980,72001,49653,29406,14558,5293
19,Nevada,NaN,22940,31713,41370,45828,42260,32587
20,Tennessee,NaN,72244,77390,73560,61800,45968,30502
21,Hawaii,NaN,20709,18761,12581,5741,965,0
22,Indiana,NaN,71110,81403,77721,64319,46457,30188
23,Kentucky,NaN,51831,67787,65906,50582,31553,16444
24,Minnesota,NaN,39252,47388,49244,44374,35674,26526
25,Oklahoma,NaN,17428,24488,27431,25291,20607,16053
26,Pennsylvania,NaN,174135,188714,151991,95963,45712,10973
27,South Carolina,NaN,78731,119324,112608,72699,33015,6457
28,District of Columbia,NaN,7598,3265,1214,437,171,66
29,Kansas,NaN,39514,55418,52504,36176,19541,7561
30,Missouri,NaN,79133,129439,128082,94217,54596,24105
31,Vermont,NaN,5779,6064,5547,4549,3334,2196
32,Virginia,NaN,102368,101916,86251,62510,39084,20999
33,Connecticut,NaN,50873,44871,33029,19780,9561,3022
34,Iowa,NaN,19578,28137,33824,34826,30246,23629
35,Louisiana,NaN,68716,84278,83934,63448,37158,16630
36,Ohio,NaN,141933,144870,130057,100745,68326,42736
37,Michigan,NaN,112146,125044,114962,89792,60297,35498
38,South Dakota,NaN,9842,15466,16717,13592,8729,4520
39,Arkansas,NaN,43301,63283,58460,37561,16635,2821
40,Delaware,NaN,18408,16354,10515,5132,1531,27
41,Mississippi,NaN,40047,54442,55592,42638,25161,11470
42,New Mexico,NaN,17011,23297,25967,23731,18864,13251
43,North Dakota,NaN,7461,11657,12529,10058,6623,3619
44,Wyoming,NaN,3874,5960,7308,7263,6060,4461
45,Alaska,NaN,7332,12509,14206,11878,8057,4820
46,Maine,NaN,6771,9736,11782,11462,9270,6495
47,Alabama,NaN,68706,94766,89213,58242,26833,5439
48,Idaho,NaN,7835,13640,18812,21112,19716,16095
49,Montana,NaN,5042,8441,11723,13129,11982,9391
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,23169,30808,30238,23354,15127,8694
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
