,State,760,766,773,780,787,794,801
0,Washington,NaN,18245,11630,9311,8527,8233,8112
1,Illinois,NaN,24809,20054,16531,14164,12667,11736
2,California,NaN,114889,87260,71454,62919,58285,55934
3,Arizona,NaN,22017,16024,13190,11835,11134,10782
4,Massachusetts,NaN,11643,9281,7592,6549,5932,5588
5,Wisconsin,NaN,12122,10156,9212,8798,8734,8883
6,Texas,NaN,69917,53564,47858,46900,45504,44198
7,Nebraska,NaN,2382,1533,1224,1105,1067,1053
8,Utah,NaN,5857,4649,3819,3318,3034,2864
9,Oregon,NaN,12242,8791,7111,6230,5767,5482
10,Florida,NaN,111785,93966,79181,68819,61679,56969
11,New York,NaN,26150,21013,17383,15009,13572,12694
12,Rhode Island,NaN,6475,4573,3622,3151,2935,2829
13,Georgia,NaN,21199,15716,13195,12052,11543,11468
14,New Hampshire,NaN,5271,4331,3522,2927,2514,2210
15,North Carolina,NaN,36957,28380,23430,20658,19150,18281
16,New Jersey,NaN,13169,11978,10655,9619,8639,7873
17,Colorado,NaN,13543,10926,9027,7849,7172,6874
18,Maryland,NaN,5596,4498,3818,3380,3136,3015
19,Nevada,NaN,4974,4394,4347,4754,5310,5677
20,Tennessee,NaN,49520,34909,26333,21479,18801,17289
21,Hawaii,NaN,3464,2696,2237,1994,1868,1806
22,Indiana,NaN,11596,8584,7286,6705,6391,6290
23,Kentucky,NaN,33370,28864,24183,20465,17946,16272
24,Minnesota,NaN,19361,14730,12240,10877,9996,9466
25,Oklahoma,NaN,15158,9596,7300,6375,5932,5741
26,Pennsylvania,NaN,20732,15700,12587,10698,9695,9202
27,South Carolina,NaN,16756,12369,10057,8871,8267,7900
28,District of Columbia,NaN,646,434,261,137,72,33
29,Kansas,NaN,8495,7134,6357,5935,5659,5531
30,Missouri,NaN,14717,13109,13631,15217,16526,16620
31,Vermont,NaN,1133,976,855,773,717,673
32,Virginia,NaN,21384,16458,13394,11519,10426,9834
33,Connecticut,NaN,6246,5463,4614,3877,3357,2980
34,Iowa,NaN,8567,6321,5294,4803,4505,4380
35,Louisiana,NaN,9120,6586,5488,5240,5076,4798
36,Ohio,NaN,15457,12487,10658,9685,9116,8904
37,Michigan,NaN,18881,14179,11744,10446,9692,9240
38,South Dakota,NaN,1914,1588,1387,1290,1224,1207
39,Arkansas,NaN,8703,7076,6166,5655,5357,5184
40,Delaware,NaN,1800,1401,1139,978,887,833
41,Mississippi,NaN,9607,5219,3408,2623,2265,2072
42,New Mexico,NaN,7039,5354,4372,3748,3405,3189
43,North Dakota,NaN,2683,1898,1544,1378,1284,1243
44,Wyoming,NaN,1694,1310,1193,1166,1198,1243
45,Alaska,NaN,4191,2939,2339,2055,1905,1822
46,Maine,NaN,6497,5821,4941,4200,3515,2961
47,Alabama,NaN,12829,9880,8552,7831,7386,7054
48,Idaho,NaN,11012,9263,7568,6239,5260,4547
49,Montana,NaN,4970,3887,3165,2693,2333,2079
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,9051,6519,5122,4349,3928,3683
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
