,State,557,563,570,577,584,591,598
0,Washington,NaN,6603,7080,7289,7074,6507,5725
1,Illinois,NaN,12622,16570,20584,24002,25787,25665
2,California,NaN,65736,91170,114412,127873,127835,113354
3,Arizona,NaN,13012,15494,17399,18109,17279,15193
4,Massachusetts,NaN,4620,6258,7778,8728,8974,8254
5,Wisconsin,NaN,5534,8291,10395,11616,11619,10726
6,Texas,NaN,60395,83562,105011,119910,123122,113695
7,Nebraska,NaN,601,582,546,517,466,406
8,Utah,NaN,4321,5088,5205,4821,4103,3263
9,Oregon,NaN,5090,6665,7711,8064,7867,7135
10,Florida,NaN,84241,95733,95862,84986,67326,48101
11,New York,NaN,16563,21259,24168,24871,23511,20441
12,Rhode Island,NaN,502,610,664,644,598,508
13,Georgia,NaN,22630,31101,37353,40379,38864,33850
14,New Hampshire,NaN,440,561,628,660,644,581
15,North Carolina,NaN,18977,26402,33053,38069,39986,38221
16,New Jersey,NaN,6862,8355,9366,9701,9185,8027
17,Colorado,NaN,5464,6235,6319,5929,5146,4213
18,Maryland,NaN,2959,3990,4832,5336,5393,5120
19,Nevada,NaN,6333,7195,8296,9266,9752,9611
20,Tennessee,NaN,14280,20907,27321,31904,32260,29194
21,Hawaii,NaN,1628,2050,2461,2744,2868,2730
22,Indiana,NaN,6855,8605,10071,10904,10955,10410
23,Kentucky,NaN,8372,11270,14295,16760,18057,17521
24,Minnesota,NaN,3285,4208,4928,5245,5214,4749
25,Oklahoma,NaN,7492,9234,10456,10752,10296,9111
26,Pennsylvania,NaN,5739,7523,9205,10573,11138,10856
27,South Carolina,NaN,12676,20061,27053,30231,28822,24215
28,District of Columbia,NaN,322,380,418,424,398,330
29,Kansas,NaN,5522,6681,7282,7199,6414,5243
30,Missouri,NaN,16777,17520,17496,16594,14384,11749
31,Vermont,NaN,157,184,196,189,177,160
32,Virginia,NaN,5555,7053,8384,9414,10148,10192
33,Connecticut,NaN,2716,3777,4807,5538,5844,5602
34,Iowa,NaN,2035,2662,3348,3916,4284,4243
35,Louisiana,NaN,31649,37472,35851,29681,21174,13746
36,Ohio,NaN,8266,11615,14954,17871,20149,21158
37,Michigan,NaN,5136,6999,8665,10024,10792,11053
38,South Dakota,NaN,230,246,260,278,278,267
39,Arkansas,NaN,12841,14091,14162,12869,10609,7874
40,Delaware,NaN,699,864,943,963,887,777
41,Mississippi,NaN,10862,14846,16957,16286,13525,9954
42,New Mexico,NaN,1639,2034,2254,2297,2205,1903
43,North Dakota,NaN,336,449,563,654,707,711
44,Wyoming,NaN,556,602,626,643,644,596
45,Alaska,NaN,1454,1742,1984,2091,2005,1812
46,Maine,NaN,459,541,580,599,572,527
47,Alabama,NaN,11374,13437,16322,18747,19911,19834
48,Idaho,NaN,2269,2935,3363,3547,3370,2988
49,Montana,NaN,894,1093,1226,1266,1195,1116
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1067,1320,1461,1563,1613,1571
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
