,State,620,626,633,640,647,654,661
0,Washington,NaN,19763,18096,16702,15537,14795,14209
1,Illinois,NaN,17557,15492,14275,13847,13804,14527
2,California,NaN,48456,49056,50309,53442,58703,66915
3,Arizona,NaN,18328,19222,19896,20343,20576,21413
4,Massachusetts,NaN,9624,8651,8321,8422,8853,9758
5,Wisconsin,NaN,19697,18585,17873,17400,16708,16408
6,Texas,NaN,65266,56524,51924,50701,52614,58350
7,Nebraska,NaN,4362,4413,4324,4238,4175,4197
8,Utah,NaN,5805,5355,4860,4513,4302,4161
9,Oregon,NaN,10694,9606,8621,7814,7368,6933
10,Florida,NaN,49119,37552,30101,25756,23455,22848
11,New York,NaN,33275,31139,29917,28926,28480,28615
12,Rhode Island,NaN,2198,2134,2034,1914,1828,1673
13,Georgia,NaN,22443,17984,15246,13601,12602,12180
14,New Hampshire,NaN,3307,3441,3610,3658,3776,3773
15,North Carolina,NaN,29512,23146,18990,16224,14532,13484
16,New Jersey,NaN,11661,10187,9429,9290,9765,11149
17,Colorado,NaN,12014,11392,10710,10330,10145,10164
18,Maryland,NaN,8340,8490,8957,9833,10949,12329
19,Nevada,NaN,5480,4867,4433,4207,4095,4097
20,Tennessee,NaN,20420,14907,11825,10049,9090,8811
21,Hawaii,NaN,2006,1563,1272,1106,1018,987
22,Indiana,NaN,16964,14414,12664,11733,11274,11139
23,Kentucky,NaN,20743,17915,15482,13653,12122,10810
24,Minnesota,NaN,16692,17047,16893,16683,16322,16151
25,Oklahoma,NaN,11722,9762,8270,7224,6479,6016
26,Pennsylvania,NaN,30901,28467,26507,24848,23452,22498
27,South Carolina,NaN,17141,13452,10972,9219,8218,7594
28,District of Columbia,NaN,967,738,582,459,365,290
29,Kansas,NaN,6269,5177,4400,3873,3542,3334
30,Missouri,NaN,10109,8860,8158,7816,7806,7972
31,Vermont,NaN,1285,1292,1383,1582,1828,2113
32,Virginia,NaN,18941,16543,14931,14023,13801,14403
33,Connecticut,NaN,3033,2708,2674,2767,3019,3542
34,Iowa,NaN,10679,9578,8957,8571,8422,8487
35,Louisiana,NaN,6862,5337,4358,3825,3545,3448
36,Ohio,NaN,38193,34001,31550,29949,28993,28749
37,Michigan,NaN,25913,28411,30720,32566,34451,36079
38,South Dakota,NaN,2599,2422,2285,2247,2191,2203
39,Arkansas,NaN,5477,4251,3454,2945,2687,2596
40,Delaware,NaN,3004,2763,2463,2173,1921,1721
41,Mississippi,NaN,6381,4832,3903,3344,3061,2930
42,New Mexico,NaN,5030,5350,5592,5822,5947,6050
43,North Dakota,NaN,4098,3985,3615,3163,2751,2444
44,Wyoming,NaN,3123,2659,2221,1865,1620,1451
45,Alaska,NaN,8357,7770,6654,5511,4569,3731
46,Maine,NaN,4213,4581,4773,4918,5001,5037
47,Alabama,NaN,13298,9877,7921,6708,5917,5516
48,Idaho,NaN,8794,8389,7673,6841,6021,5243
49,Montana,NaN,5584,4883,4181,3585,3118,2785
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,9938,8150,6771,5745,5060,4486
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
