,State,676,682,689,696,703,710,717
0,Washington,NaN,9042,8220,7884,7600,7271,6956
1,Illinois,NaN,29907,33452,35098,32647,27856,21908
2,California,NaN,25883,26421,27727,27716,27245,26479
3,Arizona,NaN,28859,30296,30047,28589,25593,21948
4,Massachusetts,NaN,16241,18002,18271,16622,13792,10668
5,Wisconsin,NaN,24698,24672,24415,22692,20026,16969
6,Texas,NaN,20468,22156,23322,22800,21246,19655
7,Nebraska,NaN,7677,8051,8031,7668,6909,6064
8,Utah,NaN,7239,6742,6359,6075,5624,5113
9,Oregon,NaN,5521,5525,5536,5314,5095,4767
10,Florida,NaN,10250,11299,12168,12462,12816,13283
11,New York,NaN,48587,54699,57148,53988,47745,39825
12,Rhode Island,NaN,2653,3180,3344,3098,2592,2022
13,Georgia,NaN,7478,8200,8619,8647,8567,8378
14,New Hampshire,NaN,4816,3923,3272,2580,1793,1102
15,North Carolina,NaN,12347,12719,12848,12315,11565,10405
16,New Jersey,NaN,15985,20032,22106,21507,19623,17230
17,Colorado,NaN,22171,21693,20912,19463,17331,14709
18,Maryland,NaN,6984,8261,8932,8508,7591,6386
19,Nevada,NaN,4099,3953,3979,3918,3828,3758
20,Tennessee,NaN,8525,9091,9438,9391,9113,8736
21,Hawaii,NaN,1142,1582,1810,1850,1803,1712
22,Indiana,NaN,22034,24335,25152,23934,21415,18367
23,Kentucky,NaN,10448,11138,11386,11019,10277,9340
24,Minnesota,NaN,26580,24790,23414,21359,18597,15342
25,Oklahoma,NaN,6417,7319,7736,7648,7212,6691
26,Pennsylvania,NaN,44096,44337,41998,37663,31545,24291
27,South Carolina,NaN,4395,4946,5289,5294,5294,5192
28,District of Columbia,NaN,781,848,850,789,649,499
29,Kansas,NaN,6183,5478,5255,5072,4868,4614
30,Missouri,NaN,10672,12273,13045,12913,12264,11290
31,Vermont,NaN,2627,2643,2561,2351,1993,1572
32,Virginia,NaN,10694,11854,12388,12256,11609,10703
33,Connecticut,NaN,4716,5821,6441,6365,5884,5164
34,Iowa,NaN,10308,11267,11586,11224,10296,9164
35,Louisiana,NaN,2651,2864,3045,3076,3138,3151
36,Ohio,NaN,40587,43278,43803,41678,37827,33117
37,Michigan,NaN,60110,62252,60824,54991,45941,36090
38,South Dakota,NaN,2630,2585,2525,2400,2219,1991
39,Arkansas,NaN,4337,4828,5074,5081,4913,4628
40,Delaware,NaN,1751,1923,2007,2001,1933,1847
41,Mississippi,NaN,2107,2358,2455,2487,2478,2479
42,New Mexico,NaN,9209,8732,8230,7539,6592,5422
43,North Dakota,NaN,3073,2787,2587,2476,2301,2145
44,Wyoming,NaN,1497,1320,1243,1193,1165,1131
45,Alaska,NaN,2235,1986,1857,1817,1784,1728
46,Maine,NaN,5157,5503,5556,5038,4278,3411
47,Alabama,NaN,3213,3559,3766,3811,3771,3756
48,Idaho,NaN,3529,3537,3525,3469,3368,3214
49,Montana,NaN,2576,2267,2122,2044,1968,1868
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,6009,6203,6086,5873,5500,5047
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
