,State,683,689,696,703,710,717,724
0,Washington,NaN,8916,9493,9828,9936,10164,10399
1,Illinois,NaN,36964,42360,44431,42534,39246,34885
2,California,NaN,37705,50265,57920,59254,58343,57278
3,Arizona,NaN,23041,24244,24583,23897,22623,21298
4,Massachusetts,NaN,20746,23519,24614,23602,21649,18990
5,Wisconsin,NaN,25258,24732,24457,23640,22474,21235
6,Texas,NaN,22002,26092,28826,29750,30388,31478
7,Nebraska,NaN,8547,8854,8849,8499,7960,7392
8,Utah,NaN,6825,6590,6363,6166,5927,5711
9,Oregon,NaN,5115,5201,5265,5240,5237,5252
10,Florida,NaN,6673,9436,11314,12238,13223,14773
11,New York,NaN,52873,60940,63632,60955,54788,47813
12,Rhode Island,NaN,3122,3307,3267,3079,2797,2429
13,Georgia,NaN,7433,8236,8852,9063,9179,9540
14,New Hampshire,NaN,6539,5431,4553,3795,3080,2595
15,North Carolina,NaN,14937,16287,16689,16323,15390,14351
16,New Jersey,NaN,22291,30347,33825,32817,29327,25149
17,Colorado,NaN,15311,13407,12517,12170,12036,11908
18,Maryland,NaN,8439,11068,12455,12650,12207,11729
19,Nevada,NaN,3674,3740,3789,3753,3771,3742
20,Tennessee,NaN,9846,11402,12295,12534,12554,12675
21,Hawaii,NaN,620,629,656,663,681,696
22,Indiana,NaN,24947,27326,28134,27050,25203,22999
23,Kentucky,NaN,12842,14175,14733,14427,13763,13053
24,Minnesota,NaN,26445,23290,21559,20586,19874,19234
25,Oklahoma,NaN,4632,4335,4251,4231,4231,4248
26,Pennsylvania,NaN,45010,45942,45162,42510,38741,34295
27,South Carolina,NaN,4970,5785,6291,6458,6616,6878
28,District of Columbia,NaN,670,700,690,681,677,729
29,Kansas,NaN,8319,8564,8698,8409,8032,7556
30,Missouri,NaN,14167,17911,19741,18890,17055,15092
31,Vermont,NaN,2580,2716,2659,2488,2212,1916
32,Virginia,NaN,11810,13218,14029,14032,13860,13549
33,Connecticut,NaN,6679,8023,8850,8988,8642,8231
34,Iowa,NaN,9494,9171,9068,8888,8718,8504
35,Louisiana,NaN,2939,3318,3615,3711,3843,3963
36,Ohio,NaN,45119,51472,53369,52053,48134,43277
37,Michigan,NaN,49089,46719,45195,43225,40496,37584
38,South Dakota,NaN,3099,3101,3061,2991,2823,2632
39,Arkansas,NaN,4670,5556,6014,6121,5952,5700
40,Delaware,NaN,3115,3718,3820,3458,2850,2175
41,Mississippi,NaN,2313,2400,2512,2575,2654,2771
42,New Mexico,NaN,8476,7996,7670,7373,6859,6448
43,North Dakota,NaN,3209,3089,2990,2867,2749,2667
44,Wyoming,NaN,1097,967,906,891,890,908
45,Alaska,NaN,1871,1696,1617,1600,1615,1652
46,Maine,NaN,3331,3343,3331,3196,2963,2763
47,Alabama,NaN,2705,3215,3519,3626,3718,3886
48,Idaho,NaN,2702,2699,2698,2711,2751,2795
49,Montana,NaN,1919,1633,1532,1488,1489,1500
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,5700,5779,5208,3950,2489,1231
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
