,State,725,731,738,745,752,759,766
0,Washington,NaN,109205,112862,92756,61367,31097,9416
1,Illinois,NaN,198892,150644,97926,59158,34957,21147
2,California,NaN,758814,661891,447099,238475,86639,5679
3,Arizona,NaN,110637,122709,112562,82906,48948,22694
4,Massachusetts,NaN,126220,87366,53706,32445,21057,15294
5,Wisconsin,NaN,108290,118985,97932,63849,32961,11781
6,Texas,NaN,370560,399985,377061,297118,190643,95157
7,Nebraska,NaN,28736,31493,27648,19601,11679,5722
8,Utah,NaN,53975,56308,42027,23346,9042,3895
9,Oregon,NaN,58636,73854,73022,55657,33733,15695
10,Florida,NaN,339237,294431,251942,193256,133172,83476
11,New York,NaN,418380,281419,193651,144077,117679,103846
12,Rhode Island,NaN,17340,17687,12983,7395,3330,847
13,Georgia,NaN,135953,140987,130970,102732,68428,38380
14,New Hampshire,NaN,20308,21321,17803,12612,7765,4142
15,North Carolina,NaN,173424,155004,107644,58654,21380,1297
16,New Jersey,NaN,167707,104332,66979,47945,39153,35249
17,Colorado,NaN,105784,105412,79798,48202,22904,6562
18,Maryland,NaN,74538,51497,34585,23426,16302,11968
19,Nevada,NaN,39243,50337,51568,42396,27689,14903
20,Tennessee,NaN,55088,53310,49519,42014,33430,24859
21,Hawaii,NaN,23288,16050,9558,5309,2942,1618
22,Indiana,NaN,92751,90653,74416,52023,31658,16432
23,Kentucky,NaN,55991,52336,41932,29432,18221,9249
24,Minnesota,NaN,70208,86116,82361,64897,43142,24426
25,Oklahoma,NaN,41516,56383,59677,49234,32920,17615
26,Pennsylvania,NaN,181189,138871,94825,59769,34996,19408
27,South Carolina,NaN,102126,93002,63811,32657,9884,80
28,District of Columbia,NaN,8594,5502,2707,1155,445,154
29,Kansas,NaN,48156,49093,38088,22906,9957,1712
30,Missouri,NaN,80906,85378,74489,54628,34881,19061
31,Vermont,NaN,6288,5878,4601,3178,1988,1105
32,Virginia,NaN,118260,98913,69452,42616,22847,10112
33,Connecticut,NaN,58993,44432,28481,16861,9765,5894
34,Iowa,NaN,34184,45211,46673,39203,27857,16945
35,Louisiana,NaN,78755,73769,56106,34222,15872,4016
36,Ohio,NaN,153594,149475,114051,71927,37536,14460
37,Michigan,NaN,124498,110180,87204,62776,41271,24732
38,South Dakota,NaN,13574,14596,12560,8945,5268,2606
39,Arkansas,NaN,53674,53465,39549,22607,8617,682
40,Delaware,NaN,19461,13600,7673,3618,1454,391
41,Mississippi,NaN,44811,48815,43511,31046,17604,7262
42,New Mexico,NaN,29497,34789,30416,20926,11538,4502
43,North Dakota,NaN,11545,13068,11037,7447,4090,1710
44,Wyoming,NaN,6727,8946,9634,8579,6366,4080
45,Alaska,NaN,12596,15174,13641,9867,5897,2696
46,Maine,NaN,7709,8632,8843,8106,6602,4830
47,Alabama,NaN,69011,64124,56727,44713,30872,18455
48,Idaho,NaN,13545,20707,23559,21500,16501,10957
49,Montana,NaN,9403,13311,14847,13429,10006,6445
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,25896,25382,21241,15281,9608,5186
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
