,State,802,808,815,822,829,836,843
0,Washington,NaN,6064,6302,6593,6947,7540,8654
1,Illinois,NaN,8451,9514,10325,11044,12014,13927
2,California,NaN,23273,24706,26856,28841,31995,37670
3,Arizona,NaN,4646,5069,5368,5686,6187,7077
4,Massachusetts,NaN,6980,9589,11296,12220,13077,14418
5,Wisconsin,NaN,2784,3103,3388,3681,4023,4752
6,Texas,NaN,20495,24429,27398,29271,31733,35734
7,Nebraska,NaN,778,791,831,881,965,1121
8,Utah,NaN,651,636,671,709,830,1014
9,Oregon,NaN,1685,1837,1949,2097,2347,2731
10,Florida,NaN,7181,7637,8363,9172,10627,13421
11,New York,NaN,21953,30488,36135,39174,42136,46319
12,Rhode Island,NaN,1565,1727,1852,1974,2137,2471
13,Georgia,NaN,3977,3976,4149,4446,4942,5904
14,New Hampshire,NaN,1317,1663,1896,2031,2229,2568
15,North Carolina,NaN,7449,7477,7591,7754,8169,8886
16,New Jersey,NaN,7706,9599,11079,12108,13613,16006
17,Colorado,NaN,7439,8877,9814,10357,10943,12128
18,Maryland,NaN,2188,2585,2942,3235,3697,4566
19,Nevada,NaN,1085,995,1055,1092,1160,1263
20,Tennessee,NaN,1760,2100,2350,2530,2826,3270
21,Hawaii,NaN,1152,1706,2047,2254,2451,2743
22,Indiana,NaN,1445,1368,1386,1457,1624,1918
23,Kentucky,NaN,5051,4895,4852,4873,4987,5175
24,Minnesota,NaN,2821,2817,2932,3069,3350,3866
25,Oklahoma,NaN,2089,2278,2492,2644,2914,3382
26,Pennsylvania,NaN,4341,4503,4831,5170,5907,7256
27,South Carolina,NaN,1147,1227,1324,1387,1542,1779
28,District of Columbia,NaN,589,634,677,715,791,946
29,Kansas,NaN,557,538,554,596,658,773
30,Missouri,NaN,3460,4069,4432,4723,5134,5814
31,Vermont,NaN,980,1050,1083,1106,1141,1171
32,Virginia,NaN,5875,6571,7175,7575,8201,9311
33,Connecticut,NaN,2698,3372,3866,4157,4569,5191
34,Iowa,NaN,526,466,458,475,524,603
35,Louisiana,NaN,756,733,748,792,898,1078
36,Ohio,NaN,3624,4217,4727,5088,5596,6373
37,Michigan,NaN,6032,6278,6561,6888,7495,8443
38,South Dakota,NaN,126,119,119,126,144,167
39,Arkansas,NaN,3020,3109,3269,3430,3732,4179
40,Delaware,NaN,614,655,714,746,846,978
41,Mississippi,NaN,609,640,693,746,825,966
42,New Mexico,NaN,908,839,827,854,947,1101
43,North Dakota,NaN,263,257,263,270,288,330
44,Wyoming,NaN,143,132,137,144,161,173
45,Alaska,NaN,1337,1343,1369,1413,1485,1617
46,Maine,NaN,1321,1377,1418,1458,1535,1628
47,Alabama,NaN,1425,1279,1276,1342,1449,1656
48,Idaho,NaN,1389,857,676,629,626,648
49,Montana,NaN,262,204,188,191,205,224
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,801,622,567,586,636,733
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
