,State,781,787,794,801,808,815,822
0,Washington,NaN,10077,15993,28379,49851,70512,79870
1,Illinois,NaN,8370,8107,8689,10169,12677,17471
2,California,NaN,34755,36866,42249,48791,57659,75806
3,Arizona,NaN,5696,7630,10359,14984,22519,36148
4,Massachusetts,NaN,4772,4142,4062,4553,5747,7993
5,Wisconsin,NaN,3180,2891,3058,3744,5218,7983
6,Texas,NaN,29362,38501,56774,87546,129566,177110
7,Nebraska,NaN,1237,1652,2546,4477,7926,12548
8,Utah,NaN,1062,819,750,773,878,1187
9,Oregon,NaN,2959,2402,2254,2415,2892,3943
10,Florida,NaN,17260,14587,14642,16921,22866,34371
11,New York,NaN,12386,12850,15090,19709,29212,47089
12,Rhode Island,NaN,1773,1534,1393,1360,1390,1546
13,Georgia,NaN,6708,6511,7103,8880,12627,19048
14,New Hampshire,NaN,1034,636,499,458,469,504
15,North Carolina,NaN,11208,9948,9958,11140,13142,15722
16,New Jersey,NaN,7353,7304,8524,11645,17453,28112
17,Colorado,NaN,7403,8343,9909,12641,16628,22226
18,Maryland,NaN,2107,1841,2023,2661,4138,7445
19,Nevada,NaN,2392,1978,2021,2339,2832,3736
20,Tennessee,NaN,8811,8098,7989,8507,9770,11936
21,Hawaii,NaN,821,573,471,431,417,427
22,Indiana,NaN,3234,3637,4960,7618,11799,17863
23,Kentucky,NaN,4392,2497,1779,1551,1497,1506
24,Minnesota,NaN,4998,4802,5140,6114,7641,10156
25,Oklahoma,NaN,5579,5829,6556,8139,10725,14734
26,Pennsylvania,NaN,6293,5612,5864,7177,10162,15904
27,South Carolina,NaN,2214,1678,1531,1635,1918,2543
28,District of Columbia,NaN,68,22,7,7,13,30
29,Kansas,NaN,1574,1489,1719,2121,2400,2525
30,Missouri,NaN,3494,3629,4787,7420,11572,16729
31,Vermont,NaN,924,789,777,787,845,950
32,Virginia,NaN,8777,9709,12303,16720,22115,28079
33,Connecticut,NaN,3593,5140,7658,11484,16218,19952
34,Iowa,NaN,2505,1926,1874,2085,2611,3656
35,Louisiana,NaN,1705,1385,1327,1439,1789,2491
36,Ohio,NaN,4952,4364,4454,5229,6821,9641
37,Michigan,NaN,5797,4552,4194,4306,4890,6003
38,South Dakota,NaN,359,282,273,298,375,515
39,Arkansas,NaN,3190,3238,3694,4471,5522,6895
40,Delaware,NaN,796,813,907,1084,1427,1955
41,Mississippi,NaN,1199,974,942,1036,1224,1542
42,New Mexico,NaN,1879,1605,1488,1520,1645,1932
43,North Dakota,NaN,559,475,457,481,542,662
44,Wyoming,NaN,325,266,276,328,422,580
45,Alaska,NaN,2289,2394,2484,2439,2264,2109
46,Maine,NaN,2487,1397,1007,875,841,854
47,Alabama,NaN,7538,11358,16701,21054,22094,20440
48,Idaho,NaN,6943,8578,11603,12324,9877,7113
49,Montana,NaN,1545,898,671,601,617,699
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2753,2211,2005,2008,2195,2610
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
