,State,732,738,745,752,759,766,773
0,Washington,NaN,102200,79887,55549,35263,20510,10848
1,Illinois,NaN,164780,113629,75661,50973,36577,29123
2,California,NaN,659635,437309,272101,169977,112084,81664
3,Arizona,NaN,132714,115859,81982,48188,22716,6325
4,Massachusetts,NaN,89051,57201,37731,27441,22568,20361
5,Wisconsin,NaN,151086,125127,80057,42636,19427,6743
6,Texas,NaN,402666,343997,268601,190083,122516,71387
7,Nebraska,NaN,27998,23047,17161,11863,7482,4288
8,Utah,NaN,52740,37368,22565,11512,5097,2852
9,Oregon,NaN,55031,51682,44795,35214,23463,13421
10,Florida,NaN,385150,334009,238307,147529,82790,44849
11,New York,NaN,231644,147300,109213,92669,85336,81625
12,Rhode Island,NaN,26004,21446,13471,7012,3196,1406
13,Georgia,NaN,116655,93632,73661,56746,41792,29925
14,New Hampshire,NaN,19625,15577,11205,7578,4818,2857
15,North Carolina,NaN,184762,134789,85264,48999,26642,13986
16,New Jersey,NaN,90933,55883,41455,36026,34042,33277
17,Colorado,NaN,77839,55103,37412,24698,15957,10623
18,Maryland,NaN,43768,27954,20893,17701,15969,14974
19,Nevada,NaN,65045,70737,57363,36068,18147,6299
20,Tennessee,NaN,92261,91880,75228,52405,31894,17144
21,Hawaii,NaN,28734,20585,12711,7574,4832,3513
22,Indiana,NaN,91804,74609,54614,36737,23134,14044
23,Kentucky,NaN,71596,60776,43080,26702,14766,7070
24,Minnesota,NaN,69371,63936,52327,37626,24386,13817
25,Oklahoma,NaN,62454,61569,48628,30366,14137,3156
26,Pennsylvania,NaN,134183,89097,61644,45479,36013,30516
27,South Carolina,NaN,101391,70105,42400,23042,11796,5482
28,District of Columbia,NaN,3441,1437,538,183,61,18
29,Kansas,NaN,56462,45754,31773,20346,12580,7796
30,Missouri,NaN,73621,64133,52070,38861,26662,17305
31,Vermont,NaN,7309,5830,4439,3297,2507,1937
32,Virginia,NaN,96016,67981,46147,31222,21885,16240
33,Connecticut,NaN,35260,21351,14530,11348,9868,9137
34,Iowa,NaN,38274,38375,33917,26725,18583,11570
35,Louisiana,NaN,69079,50299,36354,25682,18456,13454
36,Ohio,NaN,166798,126993,93143,68109,50751,40064
37,Michigan,NaN,122357,100801,74087,50178,32126,19690
38,South Dakota,NaN,12160,9987,7596,5295,3361,1989
39,Arkansas,NaN,51199,37466,25570,16702,10585,6760
40,Delaware,NaN,14647,9070,6153,4801,4211,3944
41,Mississippi,NaN,46196,38289,29726,21268,14259,8932
42,New Mexico,NaN,36555,31855,22221,12896,5998,1491
43,North Dakota,NaN,14689,12726,9113,5722,3234,1616
44,Wyoming,NaN,8703,9547,8761,6899,4682,2761
45,Alaska,NaN,14477,13508,10366,6662,3520,1328
46,Maine,NaN,6128,5173,4421,3684,3050,2444
47,Alabama,NaN,119872,99970,64010,34244,15663,5877
48,Idaho,NaN,16699,19426,19403,16189,11683,7327
49,Montana,NaN,9917,10063,10131,9316,8161,6437
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,28246,23419,17431,11830,7593,4673
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
