,State,501,507,514,521,528,535,542
0,Washington,NaN,4175,3515,3119,2894,2631,2318
1,Illinois,NaN,2990,1709,1188,1012,922,857
2,California,NaN,5558,5345,5273,5086,4756,4350
3,Arizona,NaN,2325,1638,1325,1196,1123,1054
4,Massachusetts,NaN,805,477,338,279,257,227
5,Wisconsin,NaN,896,562,439,407,398,394
6,Texas,NaN,5627,4776,4414,4277,4088,3866
7,Nebraska,NaN,176,174,181,184,183,180
8,Utah,NaN,834,794,764,741,713,698
9,Oregon,NaN,1547,1202,1019,936,882,797
10,Florida,NaN,7314,5236,4293,3903,3638,3337
11,New York,NaN,3396,2064,1510,1303,1191,1102
12,Rhode Island,NaN,160,93,62,52,49,46
13,Georgia,NaN,1859,1450,1291,1254,1216,1167
14,New Hampshire,NaN,205,111,74,64,60,58
15,North Carolina,NaN,1866,1093,819,759,735,745
16,New Jersey,NaN,1323,1253,1205,1158,1071,967
17,Colorado,NaN,2992,2711,2555,2420,2244,2033
18,Maryland,NaN,698,421,315,275,261,244
19,Nevada,NaN,1060,1298,1440,1421,1370,1301
20,Tennessee,NaN,931,571,434,409,407,421
21,Hawaii,NaN,190,137,115,102,91,84
22,Indiana,NaN,2119,1577,1348,1280,1245,1220
23,Kentucky,NaN,1402,1061,946,899,892,853
24,Minnesota,NaN,1047,529,333,281,271,274
25,Oklahoma,NaN,630,576,564,566,562,556
26,Pennsylvania,NaN,3062,1896,1390,1206,1098,1021
27,South Carolina,NaN,1107,793,670,619,601,591
28,District of Columbia,NaN,147,148,141,132,116,99
29,Kansas,NaN,387,269,230,218,218,217
30,Missouri,NaN,1886,2063,2185,2188,2121,1972
31,Vermont,NaN,44,18,8,7,7,7
32,Virginia,NaN,1015,784,706,689,676,662
33,Connecticut,NaN,356,210,141,120,111,96
34,Iowa,NaN,330,239,212,215,224,235
35,Louisiana,NaN,1644,1595,1595,1593,1569,1526
36,Ohio,NaN,2502,1656,1307,1188,1142,1096
37,Michigan,NaN,2190,1115,712,610,575,566
38,South Dakota,NaN,52,32,22,23,25,28
39,Arkansas,NaN,649,570,547,531,531,523
40,Delaware,NaN,245,151,109,92,84,79
41,Mississippi,NaN,470,404,378,387,391,394
42,New Mexico,NaN,284,197,163,152,145,139
43,North Dakota,NaN,151,114,95,94,95,93
44,Wyoming,NaN,192,223,239,246,244,237
45,Alaska,NaN,102,68,54,54,52,51
46,Maine,NaN,354,189,130,108,103,100
47,Alabama,NaN,1126,1159,1205,1225,1240,1246
48,Idaho,NaN,535,452,416,395,390,374
49,Montana,NaN,312,243,222,211,209,201
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,756,600,548,532,518,508
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
