,State,431,437,444,451,458
0,Washington,5218,17,15,16,17
1,Illinois,23521,78,62,51,43
2,California,58949,627,612,689,797
3,Arizona,16918,93,93,109,141
4,Massachusetts,17115,95,76,61,60
5,Wisconsin,7274,25,20,16,13
6,Texas,48093,423,399,382,439
7,Nebraska,2175,NaN,NaN,NaN,NaN
8,Utah,2114,NaN,NaN,NaN,NaN
9,Oregon,2375,NaN,NaN,NaN,NaN
10,Florida,33178,263,254,244,281
11,New York,50017,148,119,113,108
12,Rhode Island,2608,NaN,NaN,NaN,NaN
13,Georgia,18926,132,152,209,297
14,New Hampshire,1237,NaN,NaN,NaN,NaN
15,North Carolina,12028,63,52,43,42
16,New Jersey,24389,85,68,63,64
17,Colorado,6092,13,12,12,12
18,Maryland,8251,44,36,31,32
19,Nevada,5236,23,22,25,30
20,Tennessee,11816,24,21,22,25
21,Hawaii,462,NaN,NaN,NaN,NaN
22,Indiana,13023,35,30,30,34
23,Kentucky,6031,225,191,189,205
24,Minnesota,6908,21,19,18,16
25,Oklahoma,4850,NaN,NaN,NaN,NaN
26,Pennsylvania,24971,86,74,66,74
27,South Carolina,9122,58,64,84,114
28,District of Columbia,1056,NaN,NaN,NaN,NaN
29,Kansas,4848,NaN,NaN,NaN,NaN
30,Missouri,8796,19,18,20,24
31,Vermont,225,NaN,NaN,NaN,NaN
32,Virginia,10198,59,50,49,52
33,Connecticut,7865,18,15,15,16
34,Iowa,5725,19,16,14,12
35,Louisiana,10087,41,43,47,51
36,Ohio,18609,13,11,9,8
37,Michigan,17047,45,36,34,35
38,South Dakota,1933,NaN,NaN,NaN,NaN
39,Arkansas,5595,35,32,35,41
40,Delaware,1544,NaN,NaN,NaN,NaN
41,Mississippi,7001,27,23,20,20
42,New Mexico,3925,NaN,NaN,NaN,NaN
43,North Dakota,1498,NaN,NaN,NaN,NaN
44,Wyoming,695,NaN,NaN,NaN,NaN
45,Alaska,313,NaN,NaN,NaN,NaN
46,Maine,736,NaN,NaN,NaN,NaN
47,Alabama,10526,48,44,40,44
48,Idaho,1954,NaN,NaN,NaN,NaN
49,Montana,1436,NaN,NaN,NaN,NaN
50,Puerto Rico,2112,NaN,NaN,NaN,NaN
51,Virgin Islands,26,NaN,NaN,NaN,NaN
52,Guam,134,NaN,NaN,NaN,NaN
53,West Virginia,2634,NaN,NaN,NaN,NaN
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
