,State,172,178,185,192,199,206,213,220,227,234,241,248,255,262,269,276,283,290,297,304,311
0,Washington,1438,50,57,65,72,79,87,95,103,112,122,132,142,153,165,177,190,204,218,232,247
1,Illinois,7388,109,90,80,74,73,73,75,78,82,86,91,95,101,107,114,121,128,134,141,149
2,California,7051,602,712,815,908,988,1068,1147,1223,1302,1381,1462,1541,1618,1692,1762,1829,1892,1952,2006,2052
3,Arizona,2237,408,470,510,532,547,553,553,548,540,528,513,496,478,458,437,416,394,371,348,326
4,Massachusetts,8325,62,45,33,26,22,19,17,16,16,16,16,16,16,17,17,17,18,18,18,19
5,Wisconsin,820,43,47,52,58,64,72,79,88,98,109,120,133,147,162,178,196,214,233,253,274
6,Texas,3739,579,790,962,1104,1226,1335,1440,1536,1630,1717,1805,1885,1955,2016,2067,2109,2144,2165,2174,2171
7,Nebraska,285,15,13,13,12,12,12,12,12,13,13,13,13,14,14,14,15,15,15,15,16
8,Utah,215,43,50,55,58,60,62,63,63,64,64,64,64,64,64,64,64,63,62,62,61
9,Oregon,234,20,25,28,31,33,35,37,39,40,42,43,45,47,48,50,51,53,54,56,58
10,Florida,4242,822,1118,1344,1533,1688,1828,1947,2056,2147,2221,2280,2320,2340,2341,2321,2287,2235,2165,2082,1981
11,New York,32395,96,80,70,64,60,57,55,55,54,54,54,54,54,54,54,54,54,54,54,54
12,Rhode Island,976,20,16,13,11,10,8,7,6,6,5,4,4,3,3,3,2,2,1,1,1
13,Georgia,3003,239,285,328,366,399,427,450,475,500,525,546,565,584,601,615,626,635,642,645,645
14,New Hampshire,391,14,11,9,6,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15,North Carolina,1522,136,149,158,164,167,170,171,171,172,171,171,170,169,167,166,164,162,160,158,156
16,New Jersey,15525,181,147,122,104,91,80,72,65,59,54,49,45,41,38,35,32,29,27,25,22
17,Colorado,1725,30,30,30,32,34,36,39,42,45,48,52,56,60,64,69,74,80,85,91,97
18,Maryland,3319,51,41,34,31,29,28,28,29,29,30,31,33,34,35,37,38,40,41,43,44
19,Nevada,593,57,77,92,104,113,121,128,133,138,142,146,150,153,155,157,158,159,159,158,157
20,Tennessee,741,104,131,151,165,176,185,192,197,202,206,210,213,215,217,219,220,221,221,221,220
21,Hawaii,19,1,1,2,2,3,3,4,4,5,6,7,7,8,9,11,12,13,15,17,19
22,Indiana,2760,53,49,48,51,57,64,74,86,100,117,136,159,185,214,248,286,329,377,429,486
23,Kentucky,625,24,26,28,31,35,39,43,48,53,60,67,74,83,93,103,115,127,141,155,170
24,Minnesota,1540,46,41,40,41,43,46,51,57,63,71,79,89,100,112,125,140,155,172,190,209
25,Oklahoma,422,37,49,58,65,72,77,82,87,91,96,100,105,109,113,117,122,126,129,132,135
26,Pennsylvania,6904,134,124,116,109,102,99,96,97,100,104,109,114,120,127,133,140,148,156,164,172
27,South Carolina,961,156,186,205,217,224,227,228,226,224,220,215,210,204,198,191,185,177,170,163,156
28,District of Columbia,568,6,4,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0
29,Kansas,297,25,33,40,46,53,59,66,73,80,88,96,105,114,123,133,142,153,163,172,182
30,Missouri,1092,56,60,62,64,66,69,72,74,77,80,83,86,90,93,96,99,103,106,110,113
31,Vermont,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,1966,59,53,49,47,46,45,46,46,46,47,47,48,48,49,50,50,51,51,52,53
33,Connecticut,4348,23,16,11,8,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0
34,Iowa,752,39,42,46,50,55,60,65,71,77,84,91,98,106,114,123,132,141,150,159,168
35,Louisiana,3416,110,134,157,178,197,216,234,252,270,288,305,320,336,351,364,375,384,390,394,395
36,Ohio,3058,155,166,168,166,160,156,156,160,163,168,172,179,185,191,198,205,212,219,226,232
37,Michigan,6314,45,45,46,49,52,55,60,64,70,75,81,88,94,102,109,117,127,136,146,157
38,South Dakota,109,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6
39,Arkansas,321,50,56,59,59,58,55,53,51,48,46,44,41,39,37,35,33,31,29,27,25
40,Delaware,517,17,17,18,18,18,18,18,19,20,22,23,25,27,29,31,33,35,37,40,42
41,Mississippi,1249,109,119,125,128,128,129,128,128,130,133,138,142,148,154,160,165,171,175,179,183
42,New Mexico,545,30,31,31,31,31,32,33,35,38,40,43,45,48,51,54,57,60,63,67,70
43,North Dakota,87,3,3,4,4,5,5,6,7,8,10,11,13,14,16,19,21,24,27,30,33
44,Wyoming,21,2,3,3,4,4,5,6,6,7,8,8,9,10,11,12,13,14,15,16,18
