,State,284,290,297,304,311,318,325,332,339,346,353,360,367,374,381,388,395,402,409,416,423
0,Washington,2366,61,67,74,81,90,102,115,128,141,156,170,185,201,217,230,245,258,271,282,292
1,Illinois,10075,463,600,718,765,824,885,943,997,1049,1095,1132,1161,1181,1190,1189,1178,1157,1127,1086,1028
2,California,17671,388,419,444,458,475,491,508,526,543,560,577,594,610,625,641,655,669,683,696,708
3,Arizona,5979,78,97,110,111,115,120,125,131,136,141,146,151,157,162,167,172,177,182,187,191
4,Massachusetts,10013,167,191,213,229,252,275,298,321,345,368,391,412,433,451,467,481,491,498,501,501
5,Wisconsin,2363,245,271,291,294,301,309,316,323,329,334,338,341,343,344,343,342,339,336,332,326
6,Texas,18501,535,573,598,606,618,629,640,651,661,670,678,685,691,697,701,705,707,709,710,709
7,Nebraska,654,59,70,78,81,85,90,95,101,105,110,115,119,123,127,130,133,136,137,138,139
8,Utah,614,62,78,89,86,86,88,89,91,92,93,94,95,96,97,98,98,98,98,98,98
9,Oregon,691,35,37,39,39,40,41,42,44,45,46,47,48,49,50,51,52,53,54,55,56
10,Florida,16789,677,785,834,781,753,731,707,682,657,632,606,579,553,528,502,476,451,426,403,380
11,New York,33752,109,121,149,177,211,248,302,362,429,508,597,666,724,788,846,895,919,914,914,882
12,Rhode Island,1201,47,65,78,84,94,104,114,124,132,140,145,149,151,150,147,141,134,125,117,108
13,Georgia,7981,225,245,258,261,266,271,275,279,282,285,288,290,292,293,294,294,294,292,291,289
14,New Hampshire,483,19,21,23,24,25,26,27,28,30,31,32,34,35,36,38,39,40,41,42,43
15,North Carolina,4383,229,266,285,274,273,273,273,273,272,271,270,268,266,263,261,257,254,250,246,242
16,New Jersey,16354,76,94,108,115,120,126,132,138,144,149,154,158,163,167,171,174,177,180,182,183
17,Colorado,2288,102,133,158,162,172,184,196,209,222,235,249,262,276,290,304,317,329,341,352,361
18,Maryland,4152,51,55,58,62,67,71,76,81,86,91,97,103,109,115,121,128,135,142,149,156
19,Nevada,1781,51,60,65,64,64,65,66,67,68,69,70,71,72,72,73,73,74,74,74,74
20,Tennessee,3353,262,316,350,343,346,352,358,362,366,368,370,370,370,368,365,361,357,351,344,337
21,Hawaii,219,19,17,17,18,18,19,19,19,20,20,20,20,21,21,21,21,21,22,22,22
22,Indiana,4364,305,379,427,416,422,430,437,443,447,449,450,448,445,440,432,424,414,404,392,379
23,Kentucky,1489,105,117,127,131,138,145,152,159,166,173,180,187,194,201,207,212,218,223,227,231
24,Minnesota,2529,146,169,188,202,221,241,261,282,304,326,347,368,388,407,424,438,451,460,466,469
25,Oklahoma,1345,86,91,93,92,91,91,91,90,90,89,88,88,87,86,84,83,82,80,79,77
26,Pennsylvania,8803,226,271,306,320,342,365,389,414,439,464,489,514,539,563,586,608,628,646,662,676
27,South Carolina,3936,131,135,139,143,148,152,156,160,164,167,170,173,176,178,180,182,183,184,184,184
28,District of Columbia,646,5,5,6,6,7,7,8,8,9,10,10,11,12,12,13,14,14,15,16,17
29,Kansas,1029,127,139,150,158,167,177,186,195,204,212,220,226,232,237,241,243,244,245,244,241
30,Missouri,3038,256,287,311,321,335,350,365,378,391,402,412,420,427,431,434,435,434,431,426,420
31,Vermont,58,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,4,5
32,Virginia,3655,89,100,106,107,110,112,115,118,120,123,126,128,131,133,136,138,141,142,144,146
33,Connecticut,4616,51,64,76,83,93,103,114,126,139,152,166,180,194,208,222,236,248,259,269,277
34,Iowa,1733,121,134,146,157,170,182,195,207,219,231,242,252,261,269,275,279,282,283,282,279
35,Louisiana,5926,95,101,103,101,100,99,98,97,95,94,92,90,87,85,83,80,78,75,73,70
36,Ohio,5303,121,154,176,175,180,186,193,201,208,215,223,230,238,245,253,260,267,274,281,288
37,Michigan,7699,287,361,431,479,534,592,651,710,767,822,872,915,950,975,989,990,974,951,919,881
38,South Dakota,437,70,87,98,99,101,103,104,104,104,103,101,98,95,91,86,81,77,71,66,61
39,Arkansas,1958,141,150,155,155,157,158,159,159,159,158,157,156,154,152,149,146,143,139,135,131
40,Delaware,710,13,13,13,14,15,16,16,17,18,18,19,19,20,21,21,22,23,23,24,24
41,Mississippi,3348,95,109,113,102,96,91,87,82,77,73,69,65,61,57,54,51,47,44,42,39
42,New Mexico,1026,60,86,102,99,105,110,117,123,128,133,138,142,145,148,151,152,153,152,151,149
43,North Dakota,531,98,121,136,133,133,133,132,130,126,121,115,108,100,93,85,78,71,64,57,51
44,Wyoming,87,15,18,21,22,24,26,28,30,33,35,37,40,42,44,46,47,49,50,51,52
45,Alaska,83,9,15,19,18,19,20,21,22,24,25,26,27,29,30,31,32,33,34,35,36
46,Maine,147,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,6
47,Alabama,2973,150,164,174,174,178,181,185,188,190,193,195,196,198,198,198,198,198,197,195,193
48,Idaho,630,50,59,64,62,63,64,65,66,67,67,68,68,69,69,69,68,68,67,66,65
49,Montana,376,78,96,107,102,101,100,99,98,96,94,92,89,86,82,79,75,71,68,64,60
50,Puerto Rico,832,31,31,32,33,35,36,37,39,40,42,43,44,46,47,48,50,51,53,54,55
51,Virgin Islands,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,460,23,26,28,28,29,30,31,32,33,34,35,36,37,38,39,40,40,41,42,42
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
