,State,389,395,402,409,416
0,Washington,4675,142,119,105,97
1,Illinois,22121,278,224,185,163
2,California,47057,2262,1708,1308,1027
3,Arizona,14978,577,401,270,187
4,Massachusetts,15484,297,235,190,156
5,Wisconsin,6745,133,107,86,73
6,Texas,41273,1595,1287,1008,815
7,Nebraska,2002,26,21,15,14
8,Utah,1794,30,24,20,14
9,Oregon,2137,60,51,41,35
10,Florida,28779,840,700,576,483
11,New York,45884,889,750,663,617
12,Rhode Island,2290,53,42,33,27
13,Georgia,15871,609,475,374,304
14,New Hampshire,1133,34,28,28,28
15,North Carolina,10491,478,396,317,259
16,New Jersey,22454,397,354,332,329
17,Colorado,5824,88,84,84,84
18,Maryland,7554,167,134,112,98
19,Nevada,4709,132,103,84,73
20,Tennessee,10933,389,331,300,286
21,Hawaii,425,9,7,7,5
22,Indiana,12173,198,155,125,108
23,Kentucky,4282,216,177,141,116
24,Minnesota,6444,78,67,58,50
25,Oklahoma,4024,181,147,121,101
26,Pennsylvania,23065,653,580,560,567
27,South Carolina,7998,359,313,282,263
28,District of Columbia,979,23,21,14,11
29,Kansas,4329,126,96,77,63
30,Missouri,7771,182,141,110,90
31,Vermont,189,7,7,7,7
32,Virginia,7012,255,219,205,203
33,Connecticut,7381,136,113,96,85
34,Iowa,5236,111,91,75,65
35,Louisiana,9292,203,155,117,87
36,Ohio,16394,314,247,194,159
37,Michigan,16119,245,196,155,128
38,South Dakota,1844,22,17,14,13
39,Arkansas,5265,167,136,107,88
40,Delaware,1283,27,21,21,21
41,Mississippi,6462,163,125,96,75
42,New Mexico,3529,93,72,56,45
43,North Dakota,1461,7,7,0,0
44,Wyoming,647,15,12,7,7
45,Alaska,282,7,7,7,7
46,Maine,649,24,18,14,10
47,Alabama,9242,533,423,317,241
48,Idaho,1803,30,24,21,21
49,Montana,1327,37,32,28,24
50,Puerto Rico,1919,NaN,NaN,NaN,NaN
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,130,NaN,NaN,NaN,NaN
53,West Virginia,2210,74,57,45,37
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
