,Region,789,794,801,808,815
0,Belgium,,68,48,34,23
1,Bulgaria,,108,60,31,15
2,Czechia,,191,162,137,116
3,Denmark,,233,203,175,149
4,Germany,,1153,1028,888,745
5,Estonia,,50,47,43,40
6,Ireland,,27,18,11,7
7,Greece,,333,325,319,300
8,Spain,,344,266,232,218
9,France,,499,339,223,142
10,Croatia,,49,22,4,0
11,Italy,,967,1038,1154,1209
12,Cyprus,,23,26,28,29
13,Latvia,,71,61,53,46
14,Lithuania,,95,86,78,71
15,Luxembourg,,5,4,4,4
16,Hungary,,153,77,29,4
17,Malta,,7,8,7,7
18,Netherlands,,87,78,69,60
19,Austria,,194,188,182,177
20,Poland,,610,481,379,300
21,Portugal,,68,49,35,26
22,Romania,,220,170,148,139
23,Slovenia,,21,11,6,3
24,Slovakia,,204,196,189,182
25,Finland,,145,141,137,133
26,Sweden,,285,256,215,177
27,United Kingdom,,708,689,649,605
28,Iceland,,15,14,12,11
29,Liechtenstein,,1,1,1,1
30,Norway,,115,93,62,42
31,Switzerland,,79,70,61,53
