,Region,579,584,591,598,605
0,Belgium,,38,39,36,32
1,Bulgaria,,160,189,199,191
2,Czechia,,8,7,7,6
3,Denmark,,6,6,6,5
4,Germany,,80,71,61,52
5,Estonia,,2,2,2,2
6,Ireland,,17,20,23,24
7,Greece,,210,244,265,266
8,Spain,,772,831,829,784
9,France,,496,535,536,511
10,Croatia,,20,23,26,28
11,Italy,,417,513,575,584
12,Cyprus,,18,17,15,14
13,Latvia,,6,7,8,9
14,Lithuania,,42,51,56,55
15,Luxembourg,,4,4,4,4
16,Hungary,,7,8,8,8
17,Malta,,7,8,9,9
18,Netherlands,,52,56,55,53
19,Austria,,19,23,27,28
20,Poland,,17,16,15,14
21,Portugal,,63,57,51,45
22,Romania,,76,94,104,103
23,Slovenia,,2,2,2,1
24,Slovakia,,0,0,0,0
25,Finland,,16,17,16,15
26,Sweden,,9,10,10,9
27,United Kingdom,,745,695,633,569
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,4,4,4,4
31,Switzerland,,24,27,28,27
