,Region,691,696,703,710,717
0,Belgium,,325,313,294,275
1,Bulgaria,,537,449,374,311
2,Czechia,,922,961,965,932
3,Denmark,,77,75,71,66
4,Germany,,2721,2729,2626,2485
5,Estonia,,21,15,11,8
6,Ireland,,85,97,102,100
7,Greece,,680,682,665,632
8,Spain,,257,290,308,306
9,France,,854,856,812,757
10,Croatia,,462,502,535,527
11,Italy,,736,816,870,888
12,Cyprus,,9,10,11,11
13,Latvia,,72,47,30,18
14,Lithuania,,106,98,94,91
15,Luxembourg,,10,10,9,9
16,Hungary,,1271,1217,1139,1053
17,Malta,,2,2,2,1
18,Netherlands,,489,507,498,472
19,Austria,,424,408,383,357
20,Poland,,3650,4132,4496,4673
21,Portugal,,143,146,141,132
22,Romania,,332,192,120,86
23,Slovenia,,102,95,87,80
24,Slovakia,,613,635,630,605
25,Finland,,61,60,58,54
26,Sweden,,28,31,34,36
27,United Kingdom,,731,624,537,468
28,Iceland,,0,0,0,0
29,Liechtenstein,,5,5,4,4
30,Norway,,44,42,39,35
31,Switzerland,,165,170,164,154
