,Region,705,710,717,724,731
0,Belgium,,269,242,215,188
1,Bulgaria,,374,311,258,214
2,Czechia,,598,512,410,307
3,Denmark,,42,34,27,21
4,Germany,,2222,2090,1956,1825
5,Estonia,,31,34,33,30
6,Ireland,,53,50,47,45
7,Greece,,550,548,556,557
8,Spain,,348,349,335,314
9,France,,1311,1452,1535,1549
10,Croatia,,286,256,227,201
11,Italy,,1124,1275,1383,1430
12,Cyprus,,10,10,9,9
13,Latvia,,41,34,29,26
14,Lithuania,,155,155,148,136
15,Luxembourg,,8,7,7,6
16,Hungary,,620,446,301,186
17,Malta,,3,3,3,3
18,Netherlands,,294,258,223,192
19,Austria,,170,136,113,97
20,Poland,,3507,3687,3759,3715
21,Portugal,,108,100,92,85
22,Romania,,182,102,55,29
23,Slovenia,,47,32,21,13
24,Slovakia,,486,499,528,551
25,Finland,,40,37,34,31
26,Sweden,,39,41,42,40
27,United Kingdom,,755,700,635,574
28,Iceland,,1,1,1,1
29,Liechtenstein,,1,1,1,1
30,Norway,,61,62,59,55
31,Switzerland,,160,152,142,132
