,Region,439,444,451,458,465
0,Belgium,,269,299,318,310
1,Bulgaria,,764,728,681,630
2,Czechia,,905,735,585,458
3,Denmark,,11,11,10,10
4,Germany,,885,731,577,436
5,Estonia,,70,64,57,50
6,Ireland,,40,33,28,25
7,Greece,,520,546,553,546
8,Spain,,887,739,622,528
9,France,,2136,2114,1995,1822
10,Croatia,,184,198,191,169
11,Italy,,3184,3158,3087,3013
12,Cyprus,,8,7,6,4
13,Latvia,,41,36,31,27
14,Lithuania,,62,59,57,55
15,Luxembourg,,9,5,2,1
16,Hungary,,1943,2014,1986,1893
17,Malta,,11,9,7,6
18,Netherlands,,136,117,102,89
19,Austria,,202,199,189,176
20,Poland,,3262,3351,3236,3035
21,Portugal,,29,23,19,15
22,Romania,,1055,1134,1177,1177
23,Slovenia,,52,48,43,36
24,Slovakia,,435,394,356,321
25,Finland,,17,16,16,15
26,Sweden,,86,76,67,60
27,United Kingdom,,223,158,114,85
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,11,11,10,10
31,Switzerland,,54,45,37,32
