,Region,803,808,815,822,829
0,Belgium,,153,143,127,113
1,Bulgaria,,65,42,27,17
2,Czechia,,145,125,107,92
3,Denmark,,142,113,88,68
4,Germany,,1732,1724,1671,1608
5,Estonia,,27,22,17,13
6,Ireland,,77,73,59,40
7,Greece,,367,337,300,263
8,Spain,,305,280,264,254
9,France,,733,648,545,454
10,Croatia,,43,30,20,13
11,Italy,,1021,1031,965,859
12,Cyprus,,13,13,12,11
13,Latvia,,54,47,41,36
14,Lithuania,,80,73,67,61
15,Luxembourg,,12,11,10,9
16,Hungary,,164,86,33,5
17,Malta,,10,11,10,9
18,Netherlands,,106,100,93,87
19,Austria,,324,323,293,243
20,Poland,,442,361,296,242
21,Portugal,,203,199,175,148
22,Romania,,150,145,143,142
23,Slovenia,,20,16,12,9
24,Slovakia,,114,91,73,58
25,Finland,,172,160,149,138
26,Sweden,,121,94,74,59
27,United Kingdom,,962,901,838,776
28,Iceland,,3,2,1,1
29,Liechtenstein,,1,1,1,1
30,Norway,,224,194,144,96
31,Switzerland,,68,45,27,15
