,Region,481,486,493,500,507
0,Belgium,,158,128,103,82
1,Bulgaria,,232,156,101,65
2,Czechia,,154,109,77,54
3,Denmark,,5,3,2,2
4,Germany,,1182,1079,997,925
5,Estonia,,13,8,5,3
6,Ireland,,11,7,4,3
7,Greece,,367,306,247,193
8,Spain,,468,435,405,378
9,France,,1117,902,713,553
10,Croatia,,236,214,192,172
11,Italy,,1033,809,642,521
12,Cyprus,,10,8,7,5
13,Latvia,,54,52,49,45
14,Lithuania,,69,64,59,55
15,Luxembourg,,3,2,1,1
16,Hungary,,405,244,137,72
17,Malta,,0,0,0,0
18,Netherlands,,107,90,76,64
19,Austria,,96,75,57,43
20,Poland,,1238,895,656,501
21,Portugal,,9,7,6,5
22,Romania,,436,306,209,141
23,Slovenia,,26,20,15,11
24,Slovakia,,173,147,127,110
25,Finland,,4,3,1,1
26,Sweden,,79,65,53,43
27,United Kingdom,,44,34,26,20
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,5,3,2,1
31,Switzerland,,27,23,20,17
