,Region,740,745,752,759,766
0,Belgium,,195,213,215,202
1,Bulgaria,,535,547,544,520
2,Czechia,,93,92,132,160
3,Denmark,,135,138,135,129
4,Germany,,935,945,1107,1367
5,Estonia,,25,25,23,22
6,Ireland,,55,51,47,43
7,Greece,,762,744,676,595
8,Spain,,1373,1542,1586,1512
9,France,,1836,1815,1729,1615
10,Croatia,,378,396,377,346
11,Italy,,3223,3529,3707,3719
12,Cyprus,,31,33,33,32
13,Latvia,,68,64,63,64
14,Lithuania,,103,104,101,95
15,Luxembourg,,5,4,3,3
16,Hungary,,437,473,505,510
17,Malta,,25,25,23,21
18,Netherlands,,44,45,42,38
19,Austria,,98,105,105,100
20,Poland,,1394,1393,1461,1524
21,Portugal,,358,390,388,368
22,Romania,,431,476,509,524
23,Slovenia,,93,100,105,108
24,Slovakia,,226,213,232,272
25,Finland,,32,33,34,34
26,Sweden,,229,248,248,238
27,United Kingdom,,2355,2507,2551,2488
28,Iceland,,2,2,1,1
29,Liechtenstein,,1,1,1,1
30,Norway,,38,45,52,54
31,Switzerland,,94,95,96,94
