,Region,586,591,598,605,612
0,Belgium,,28,26,24,21
1,Bulgaria,,293,343,363,352
2,Czechia,,25,36,47,55
3,Denmark,,13,13,12,11
4,Germany,,188,210,228,240
5,Estonia,,2,2,2,2
6,Ireland,,21,22,22,21
7,Greece,,253,274,279,271
8,Spain,,911,926,888,825
9,France,,399,378,349,319
10,Croatia,,29,34,39,42
11,Italy,,379,391,401,416
12,Cyprus,,19,17,16,14
13,Latvia,,7,8,9,10
14,Lithuania,,51,56,55,52
15,Luxembourg,,1,1,1,1
16,Hungary,,7,8,8,7
17,Malta,,6,6,6,5
18,Netherlands,,50,56,63,64
19,Austria,,16,19,21,23
20,Poland,,26,28,28,27
21,Portugal,,77,72,67,62
22,Romania,,140,177,206,222
23,Slovenia,,10,13,15,17
24,Slovakia,,3,4,6,7
25,Finland,,13,12,11,10
26,Sweden,,15,19,21,21
27,United Kingdom,,777,750,711,667
28,Iceland,,2,2,2,2
29,Liechtenstein,,0,0,0,0
30,Norway,,3,3,4,5
31,Switzerland,,29,35,39,42
