,Region,593,598,605,612,619
0,Belgium,,28,25,22,20
1,Bulgaria,,376,430,446,426
2,Czechia,,13,15,17,17
3,Denmark,,14,13,12,11
4,Germany,,224,256,281,290
5,Estonia,,9,10,10,10
6,Ireland,,22,21,20,19
7,Greece,,264,273,268,254
8,Spain,,871,837,780,715
9,France,,533,500,466,433
10,Croatia,,44,51,56,58
11,Italy,,451,496,544,580
12,Cyprus,,15,14,13,12
13,Latvia,,15,20,24,27
14,Lithuania,,77,83,82,78
15,Luxembourg,,2,2,2,2
16,Hungary,,5,5,4,4
17,Malta,,3,2,2,2
18,Netherlands,,44,40,33,25
19,Austria,,25,30,33,34
20,Poland,,43,47,49,48
21,Portugal,,71,66,61,56
22,Romania,,219,276,322,346
23,Slovenia,,12,14,16,17
24,Slovakia,,1,1,2,2
25,Finland,,7,6,6,5
26,Sweden,,10,11,11,10
27,United Kingdom,,876,909,867,778
28,Iceland,,2,2,1,1
29,Liechtenstein,,0,0,0,0
30,Norway,,8,11,13,15
31,Switzerland,,49,57,62,63
