,Region,698,703,710,717,724
0,Belgium,,378,360,338,314
1,Bulgaria,,449,374,311,258
2,Czechia,,744,654,559,488
3,Denmark,,69,68,66,62
4,Germany,,2729,2626,2485,2334
5,Estonia,,26,24,22,20
6,Ireland,,68,70,69,66
7,Greece,,637,615,582,545
8,Spain,,335,357,356,338
9,France,,1222,1403,1519,1550
10,Croatia,,360,343,313,270
11,Italy,,847,903,923,904
12,Cyprus,,12,14,14,13
13,Latvia,,47,30,18,11
14,Lithuania,,125,120,113,104
15,Luxembourg,,8,8,7,7
16,Hungary,,1094,1030,957,886
17,Malta,,1,0,0,0
18,Netherlands,,414,398,373,343
19,Austria,,329,307,286,267
20,Poland,,3664,3924,4016,3931
21,Portugal,,122,118,111,103
22,Romania,,249,157,107,83
23,Slovenia,,82,71,61,51
24,Slovakia,,686,706,695,665
25,Finland,,62,66,67,66
26,Sweden,,34,38,40,41
27,United Kingdom,,846,833,782,712
28,Iceland,,0,0,0,0
29,Liechtenstein,,3,3,3,3
30,Norway,,64,68,66,60
31,Switzerland,,189,195,190,180
