,Region,488,493,500,507,514
0,Belgium,,105,78,57,42
1,Bulgaria,,160,104,66,43
2,Czechia,,109,77,54,37
3,Denmark,,4,2,1,1
4,Germany,,1162,1070,987,910
5,Estonia,,10,7,5,3
6,Ireland,,4,3,1,1
7,Greece,,301,241,186,140
8,Spain,,323,291,262,237
9,France,,573,372,232,143
10,Croatia,,167,132,101,76
11,Italy,,857,686,560,469
12,Cyprus,,7,5,3,2
13,Latvia,,65,66,66,65
14,Lithuania,,70,66,62,59
15,Luxembourg,,2,1,1,1
16,Hungary,,245,137,72,36
17,Malta,,0,0,0,0
18,Netherlands,,91,76,65,56
19,Austria,,54,36,22,13
20,Poland,,984,734,560,444
21,Portugal,,7,6,5,4
22,Romania,,309,210,142,98
23,Slovenia,,21,16,12,8
24,Slovakia,,130,112,98,85
25,Finland,,2,1,1,0
26,Sweden,,80,70,61,54
27,United Kingdom,,35,27,21,16
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,3,2,2,1
31,Switzerland,,27,24,21,18
