,Region,830,836,843,850,857
0,Belgium,,119,110,102,95
1,Bulgaria,,48,41,35,31
2,Czechia,,80,69,60,53
3,Denmark,,58,45,35,27
4,Germany,,1109,1047,998,958
5,Estonia,,9,7,6,4
6,Ireland,,77,72,64,56
7,Greece,,244,199,160,128
8,Spain,,483,488,466,436
9,France,,831,778,726,675
10,Croatia,,40,35,31,28
11,Italy,,895,846,797,754
12,Cyprus,,11,8,7,5
13,Latvia,,19,15,12,10
14,Lithuania,,29,23,18,15
15,Luxembourg,,3,3,2,2
16,Hungary,,123,103,87,75
17,Malta,,10,9,7,6
18,Netherlands,,31,25,21,18
19,Austria,,168,135,98,66
20,Poland,,37,22,15,12
21,Portugal,,116,105,94,84
22,Romania,,105,105,104,103
23,Slovenia,,14,12,10,8
24,Slovakia,,54,42,34,27
25,Finland,,308,316,298,278
26,Sweden,,59,49,42,36
27,United Kingdom,,1138,813,563,379
28,Iceland,,4,4,3,3
29,Liechtenstein,,0,0,0,0
30,Norway,,49,36,26,18
31,Switzerland,,22,17,13,10
