,Region,642,647,654,661,668
0,Belgium,,99,113,126,132
1,Bulgaria,,681,643,575,511
2,Czechia,,70,67,62,57
3,Denmark,,15,16,16,14
4,Germany,,484,497,486,463
5,Estonia,,36,37,38,37
6,Ireland,,49,46,42,39
7,Greece,,235,215,194,176
8,Spain,,90,62,42,28
9,France,,116,95,79,66
10,Croatia,,141,142,138,132
11,Italy,,222,199,187,186
12,Cyprus,,6,7,6,6
13,Latvia,,141,145,140,131
14,Lithuania,,216,205,187,171
15,Luxembourg,,1,1,1,1
16,Hungary,,105,114,121,124
17,Malta,,1,0,0,0
18,Netherlands,,59,68,71,68
19,Austria,,85,89,89,85
20,Poland,,371,367,346,323
21,Portugal,,39,35,31,27
22,Romania,,2696,2592,2434,2264
23,Slovenia,,44,52,61,68
24,Slovakia,,81,76,70,65
25,Finland,,23,23,22,20
26,Sweden,,11,7,5,3
27,United Kingdom,,924,916,867,800
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,8,8,7,6
31,Switzerland,,22,19,17,15
