,Region,719,724,731,738,745
0,Belgium,,135,111,100,94
1,Bulgaria,,490,532,578,588
2,Czechia,,307,227,169,128
3,Denmark,,96,101,103,99
4,Germany,,1442,1351,1368,1384
5,Estonia,,21,22,23,22
6,Ireland,,28,25,22,20
7,Greece,,438,425,414,392
8,Spain,,529,613,686,724
9,France,,1687,1980,2236,2378
10,Croatia,,246,230,214,195
11,Italy,,1383,1448,1455,1414
12,Cyprus,,16,19,21,21
13,Latvia,,86,102,115,119
14,Lithuania,,127,134,139,137
15,Luxembourg,,7,7,8,9
16,Hungary,,452,346,263,195
17,Malta,,13,16,18,17
18,Netherlands,,146,132,129,126
19,Austria,,69,59,55,52
20,Poland,,3170,3532,3786,3795
21,Portugal,,77,82,95,106
22,Romania,,166,159,153,147
23,Slovenia,,48,51,56,59
24,Slovakia,,194,145,117,99
25,Finland,,81,97,110,115
26,Sweden,,78,93,103,106
27,United Kingdom,,1494,1807,2032,2099
28,Iceland,,1,2,2,2
29,Liechtenstein,,1,1,1,1
30,Norway,,44,46,50,52
31,Switzerland,,104,84,67,53
