,State,348,353,360,367,374,381,388,395,402,409
0,Washington,3482,57,84,112,110,102,96,92,87,82
1,Illinois,18412,661,558,475,367,285,228,186,152,124
2,California,26880,1426,1483,1452,1203,957,769,621,498,396
3,Arizona,9064,361,419,420,377,338,308,280,251,221
4,Massachusetts,12671,512,422,362,307,274,254,237,221,204
5,Wisconsin,5269,396,350,208,128,93,75,63,54,47
6,Texas,28551,1871,1796,1561,1486,1563,1674,1741,1736,1669
7,Nebraska,1682,48,52,56,49,41,34,28,23,19
8,Utah,1305,201,173,100,59,42,33,27,22,18
9,Oregon,1506,173,145,95,74,66,55,44,38,34
10,Florida,22090,811,735,611,515,466,441,421,398,369
11,New York,38599,737,718,797,820,852,892,917,915,879
12,Rhode Island,1855,43,53,60,57,51,45,39,33,27
13,Georgia,10971,1029,918,558,367,289,249,219,193,170
14,New Hampshire,781,51,46,46,45,46,48,50,52,52
15,North Carolina,6941,517,486,386,320,290,275,263,248,229
16,New Jersey,19225,227,253,274,248,218,195,177,160,143
17,Colorado,4944,265,229,164,114,85,66,51,41,33
18,Maryland,6027,310,291,250,214,193,181,172,164,155
19,Nevada,3206,117,103,100,73,52,38,29,22,17
20,Tennessee,7168,540,438,280,162,96,59,38,26,18
21,Hawaii,289,2,2,2,2,2,2,2,2,2
22,Indiana,8514,404,351,282,208,157,123,98,80,65
23,Kentucky,2749,342,278,164,117,111,117,125,129,129
24,Minnesota,5502,167,110,86,62,45,35,29,24,20
25,Oklahoma,2552,230,199,134,92,71,58,50,42,36
26,Pennsylvania,16335,546,559,555,464,374,308,259,219,185
27,South Carolina,5484,374,302,256,220,202,193,185,176,165
28,District of Columbia,797,25,25,24,22,22,22,23,23,23
29,Kansas,2890,190,230,259,281,302,321,330,324,304
30,Missouri,5736,279,255,210,167,139,121,106,93,80
31,Vermont,144,15,14,12,13,16,20,26,32,36
32,Virginia,5132,194,210,215,203,194,187,178,165,150
33,Connecticut,6168,145,180,199,204,212,224,235,240,239
34,Iowa,3992,223,209,141,93,68,54,45,38,33
35,Louisiana,7585,253,224,233,224,217,214,210,202,188
36,Ohio,9143,392,347,295,232,184,151,127,106,90
37,Michigan,13391,302,319,290,257,240,230,217,201,183
38,South Dakota,1513,96,72,42,24,14,9,7,5,4
39,Arkansas,3800,352,338,275,232,214,206,197,185,170
40,Delaware,937,18,21,21,18,15,12,10,8,7
41,Mississippi,4884,254,232,198,163,142,128,117,106,94
42,New Mexico,2574,150,136,107,84,70,62,56,51,46
43,North Dakota,1312,30,28,20,14,10,8,7,5,4
44,Wyoming,438,17,20,19,17,15,14,14,14,13
45,Alaska,218,6,7,7,7,7,6,5,5,4
46,Maine,361,21,26,34,35,34,33,31,27,24
47,Alabama,4878,463,419,270,182,142,119,102,85,70
48,Idaho,1459,56,54,40,27,19,14,12,9,7
49,Montana,975,35,33,24,18,15,14,13,12,12
50,Puerto Rico,1555,0,0,0,0,0,0,0,0,0
51,Virgin Islands,24,0,0,0,0,0,0,0,0,0
52,Guam,122,0,0,0,0,0,0,0,0,0
53,West Virginia,1396,107,112,105,94,86,79,71,61,51
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0
