,State,299,304,311,318,325,332,339,346,353,360
0,Washington,2548,116,147,200,288,424,612,848,1094,1292
1,Illinois,11204,773,1033,1429,1947,2428,2727,2793,2666,2397
2,California,18288,374,453,558,685,846,1083,1396,1758,2122
3,Arizona,6302,224,241,260,306,377,471,579,686,778
4,Massachusetts,10340,240,371,547,799,1127,1408,1587,1692,1724
5,Wisconsin,2764,329,341,357,398,447,487,507,506,484
6,Texas,20032,781,943,1180,1634,2221,2625,2877,3125,3320
7,Nebraska,797,84,99,124,160,194,217,226,222,204
8,Utah,723,46,51,54,59,66,71,75,75,73
9,Oregon,765,65,78,104,155,236,352,495,643,760
10,Florida,17559,369,356,331,339,368,410,454,497,533
11,New York,34054,266,647,1200,1937,2797,3505,3830,3747,3361
12,Rhode Island,1270,44,67,88,105,120,130,132,128,119
13,Georgia,8967,722,599,439,351,295,260,242,229,223
14,New Hampshire,500,14,28,48,74,110,156,204,237,248
15,North Carolina,4814,194,186,179,190,217,257,302,344,379
16,New Jersey,16580,171,370,528,622,693,745,761,735,675
17,Colorado,2578,133,240,339,414,466,482,459,407,343
18,Maryland,4309,92,124,166,226,312,423,547,660,733
19,Nevada,1917,72,81,95,121,154,185,211,230,231
20,Tennessee,3923,255,287,341,450,603,773,929,1038,1075
21,Hawaii,222,3,3,3,3,3,3,3,4,4
22,Indiana,4936,436,519,651,862,1130,1399,1596,1667,1599
23,Kentucky,1664,84,88,95,111,134,163,192,214,226
24,Minnesota,2973,374,491,700,1019,1369,1633,1724,1631,1409
25,Oklahoma,1538,127,154,204,293,403,523,628,681,669
26,Pennsylvania,9310,349,540,849,1324,1983,2728,3379,3752,3770
27,South Carolina,4143,95,94,92,97,109,125,146,168,190
28,District of Columbia,660,9,13,16,19,21,24,27,31,34
29,Kansas,1266,179,175,172,190,222,257,280,287,277
30,Missouri,3402,286,334,420,567,761,966,1132,1231,1244
31,Vermont,59,0,2,8,16,24,24,18,12,9
32,Virginia,3806,60,80,101,129,166,207,246,280,307
33,Connecticut,4759,113,180,240,287,331,372,410,431,435
34,Iowa,2023,325,410,553,762,961,1060,1018,879,706
35,Louisiana,6139,124,162,239,389,609,841,1017,1091,1080
36,Ohio,5742,329,459,669,993,1439,1929,2308,2440,2317
37,Michigan,8431,466,685,941,1238,1568,1872,2073,2119,2009
38,South Dakota,644,97,96,93,97,103,107,104,97,88
39,Arkansas,2225,150,170,208,280,383,486,558,591,591
40,Delaware,736,22,25,29,37,48,63,81,103,126
41,Mississippi,3545,87,92,102,122,155,199,245,286,313
42,New Mexico,1236,115,144,189,260,351,441,514,553,551
43,North Dakota,743,82,77,66,59,54,50,46,42,38
44,Wyoming,144,38,47,64,88,114,130,130,117,99
45,Alaska,98,9,10,11,14,18,20,19,18,16
46,Maine,165,12,17,34,77,162,254,294,298,288
47,Alabama,3249,86,84,79,80,87,97,109,123,136
48,Idaho,763,59,61,64,72,85,101,116,127,133
49,Montana,522,61,61,61,69,80,88,89,83,76
50,Puerto Rico,942,41,50,83,153,228,312,387,436,457
51,Virgin Islands,23,1,1,1,0,0,0,0,0,0
52,Guam,92,10,12,14,18,22,27,30,30,26
53,West Virginia,585,72,93,144,214,300,384,442,473,481
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0
