,State,404,409,416,423,430,437,444,451,458,465
0,Washington,4969,125,150,171,188,203,212,213,208,198
1,Illinois,22759,289,301,274,229,188,154,127,103,83
2,California,52491,1178,1158,994,772,599,468,371,294,233
3,Arizona,15979,304,298,252,193,145,110,85,65,50
4,Massachusetts,16144,252,268,247,212,178,149,123,100,81
5,Wisconsin,7014,150,154,139,116,98,83,71,60,51
6,Texas,43909,505,436,323,220,150,104,72,51,36
7,Nebraska,2082,22,24,22,23,23,22,19,16,12
8,Utah,1940,53,52,37,26,20,16,13,11,9
9,Oregon,2212,59,66,71,73,76,77,75,71,65
10,Florida,30999,728,792,733,655,582,512,445,380,322
11,New York,47719,836,1017,1080,1073,1006,884,733,579,439
12,Rhode Island,2517,33,33,26,20,15,11,8,6,4
13,Georgia,17376,628,744,769,710,607,488,380,290,220
14,New Hampshire,1170,37,43,47,51,54,53,48,41,34
15,North Carolina,11254,318,331,295,252,207,167,133,104,82
16,New Jersey,23273,365,398,374,329,282,240,200,164,134
17,Colorado,5952,100,109,103,94,86,80,74,67,61
18,Maryland,7879,111,112,100,84,69,57,47,38,31
19,Nevada,4957,102,97,81,60,43,31,22,16,11
20,Tennessee,11421,228,261,265,225,173,130,98,75,56
21,Hawaii,438,9,9,9,9,8,7,6,5,5
22,Indiana,12595,196,200,179,148,120,98,80,65,52
23,Kentucky,4652,205,206,176,144,118,96,78,62,49
24,Minnesota,6554,122,147,154,152,149,145,136,123,108
25,Oklahoma,4478,104,93,68,45,30,20,14,10,7
26,Pennsylvania,23984,591,626,604,525,443,369,304,247,199
27,South Carolina,8562,327,348,312,260,211,165,127,95,70
28,District of Columbia,1019,21,23,23,20,17,15,12,10,8
29,Kansas,4700,147,193,223,230,223,200,165,127,93
30,Missouri,8283,133,150,159,154,143,130,115,100,86
31,Vermont,205,19,26,37,48,58,61,56,46,34
32,Virginia,8783,146,151,135,124,108,87,66,50,39
33,Connecticut,7651,109,112,99,84,69,58,48,39,32
34,Iowa,5472,558,920,834,492,260,148,94,65,47
35,Louisiana,9628,73,66,53,38,27,20,14,11,8
36,Ohio,17346,110,102,70,51,41,34,28,24,20
37,Michigan,16519,292,355,405,422,424,411,382,342,302
38,South Dakota,1888,56,73,79,73,61,49,38,29,21
39,Arkansas,5250,46,36,23,13,8,5,3,2,2
40,Delaware,1422,18,17,13,9,7,5,4,3,2
41,Mississippi,6681,70,63,49,36,25,18,13,9,7
42,New Mexico,3729,83,97,98,89,77,64,53,43,34
43,North Dakota,1475,23,52,77,79,75,72,67,58,46
44,Wyoming,671,30,56,91,96,82,67,56,47,41
45,Alaska,300,29,45,56,58,55,47,38,32,27
46,Maine,703,10,9,8,6,5,5,4,3,3
47,Alabama,9931,433,448,426,335,237,158,103,68,45
48,Idaho,1867,30,35,39,39,33,27,23,21,19
49,Montana,1357,57,70,62,51,42,35,30,26,21
50,Puerto Rico,2037,29,35,47,61,69,74,78,77,72
51,Virgin Islands,25,0,0,0,0,0,0,0,0,0
52,Guam,131,0,0,0,0,0,0,0,0,0
53,West Virginia,2300,35,35,30,25,20,17,14,11,9
54,Northern Mariana Islands,2,0,1,10,21,14,4,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0
