,State,264,269,276,283,290,297,304,311,318,325,332,339,346
0,Washington,2190,67,65,63,59,56,53,50,47,45,43,40,38
1,Illinois,9243,238,260,264,248,228,208,190,173,158,143,130,117
2,California,16586,515,448,382,340,311,289,270,252,236,222,210,198
3,Arizona,5759,86,77,65,57,51,46,42,38,34,31,28,25
4,Massachusetts,9617,158,150,139,127,115,105,95,87,79,72,65,59
5,Wisconsin,1474,108,110,110,106,101,97,91,86,80,74,68,62
6,Texas,16995,445,440,423,395,368,341,314,289,266,244,224,206
7,Nebraska,522,29,26,25,25,25,26,27,28,27,26,25,23
8,Utah,522,29,33,34,32,29,26,23,21,18,16,14,13
9,Oregon,599,35,32,30,30,30,31,31,32,33,34,35,36
10,Florida,15412,571,501,423,369,331,300,272,247,224,204,185,168
11,New York,33301,112,192,241,239,219,198,178,158,140,123,107,93
12,Rhode Island,1130,22,25,27,25,23,20,18,15,14,12,11,9
13,Georgia,7429,178,158,136,120,109,100,93,85,79,73,67,61
14,New Hampshire,456,8,11,13,13,12,11,11,10,9,9,8,8
15,North Carolina,3773,264,236,209,194,185,177,170,162,155,148,141,134
16,New Jersey,16175,70,116,139,131,114,98,83,70,60,50,43,36
17,Colorado,2116,43,67,81,79,73,66,59,53,47,42,37,33
18,Maryland,4003,36,50,57,54,48,42,37,33,29,25,22,19
19,Nevada,1664,57,51,44,40,37,34,31,29,27,25,24,22
20,Tennessee,2774,236,206,180,167,160,153,147,140,133,125,118,111
21,Hawaii,169,16,14,13,12,11,11,11,11,10,10,10,10
22,Indiana,3795,143,149,148,141,132,124,116,109,101,94,87,81
23,Kentucky,1255,84,84,82,81,81,80,78,75,72,68,63,59
24,Minnesota,2197,87,95,98,95,89,83,78,73,69,64,60,56
25,Oklahoma,1104,53,52,50,47,44,41,38,35,33,30,28,26
26,Pennsylvania,8347,163,185,198,194,185,175,167,159,152,145,138,130
27,South Carolina,3559,96,88,80,73,69,65,61,57,53,50,47,44
28,District of Columbia,637,7,9,9,9,8,7,6,6,5,4,4,3
29,Kansas,787,69,64,61,62,66,68,68,64,59,54,49,45
30,Missouri,2424,135,125,119,116,115,115,114,113,112,110,108,105
31,Vermont,58,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,3361,118,110,102,98,96,94,93,91,88,86,83,80
33,Connecticut,4532,25,42,53,52,47,42,37,32,28,25,22,19
34,Iowa,1481,76,71,64,59,56,53,51,48,45,42,40,37
35,Louisiana,5669,99,88,76,68,62,57,52,48,44,40,36,33
36,Ohio,5005,222,203,186,176,171,167,162,158,154,150,146,142
37,Michigan,7225,128,170,194,190,178,164,151,138,126,116,105,95
38,South Dakota,288,47,44,42,42,43,44,44,43,42,40,37,35
39,Arkansas,1586,126,114,101,92,87,83,78,74,70,66,63,59
40,Delaware,656,12,11,11,10,9,8,7,7,6,5,5,4
41,Mississippi,3101,115,103,90,81,76,71,67,62,58,54,51,47
42,New Mexico,915,57,53,48,45,44,43,42,41,40,38,37,36
43,North Dakota,345,43,40,37,36,36,36,36,34,33,31,28,26
44,Wyoming,54,4,4,4,5,5,5,5,6,6,6,6,6
45,Alaska,60,11,11,10,10,10,10,10,10,10,10,10,10
46,Maine,143,1,1,2,2,2,2,2,2,2,2,2,2
47,Alabama,2665,55,54,51,47,42,38,35,31,28,25,23,20
48,Idaho,510,33,32,30,29,28,27,26,25,24,23,21,20
49,Montana,212,41,42,45,52,59,64,66,67,67,66,64,61
50,Puerto Rico,735,29,27,24,23,21,20,19,18,17,16,15,14
51,Virgin Islands,20,0,0,0,0,0,0,0,0,0,0,0,0
52,Guam,60,19,18,17,16,16,16,15,15,14,14,13,13
53,West Virginia,388,25,24,24,25,27,30,32,35,38,39,40,39
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0
