,State,390,395,402,409,416,423,430,437,444,451
0,Washington,4675,213,199,194,176,160,148,138,126,113
1,Illinois,22166,627,434,309,198,128,85,58,41,29
2,California,47119,708,777,672,511,406,347,314,294,281
3,Arizona,14978,190,191,152,102,69,48,35,27,20
4,Massachusetts,15517,372,297,241,181,141,117,101,89,77
5,Wisconsin,6749,380,252,193,142,108,84,68,56,46
6,Texas,41336,4012,5211,4614,3138,2164,1700,1448,1285,1150
7,Nebraska,2003,25,23,19,14,10,9,8,7,6
8,Utah,1796,124,82,58,38,26,18,13,10,7
9,Oregon,2137,110,101,102,103,103,97,86,77,70
10,Florida,28934,559,575,536,452,385,337,301,269,242
11,New York,46000,585,607,549,445,366,311,269,236,208
12,Rhode Island,2334,28,26,20,13,9,6,5,4,3
13,Georgia,15928,269,294,274,231,202,185,174,164,154
14,New Hampshire,1135,40,30,23,15,9,6,4,3,2
15,North Carolina,10501,465,539,576,579,592,612,620,613,585
16,New Jersey,22466,399,341,271,189,131,94,68,51,38
17,Colorado,5826,953,482,316,219,159,120,92,72,57
18,Maryland,7580,169,136,105,72,49,34,24,17,12
19,Nevada,4720,51,62,60,54,47,39,33,28,23
20,Tennessee,10937,159,191,180,147,121,102,87,75,65
21,Hawaii,425,54,64,88,122,173,242,327,422,510
22,Indiana,12191,151,145,121,89,66,50,39,31,25
23,Kentucky,4291,523,412,386,361,352,350,347,339,324
24,Minnesota,6446,377,235,172,125,95,76,64,55,47
25,Oklahoma,4041,309,265,241,209,181,160,142,127,113
26,Pennsylvania,23086,871,785,694,551,429,333,262,206,166
27,South Carolina,8034,567,489,428,350,286,239,201,169,143
28,District of Columbia,980,18,19,18,15,12,11,9,8,7
29,Kansas,4370,73,83,87,86,83,80,78,76,72
30,Missouri,7775,65,83,81,70,63,61,62,64,66
31,Vermont,190,15,17,21,27,36,46,57,63,64
32,Virginia,7016,200,185,157,120,92,73,60,50,42
33,Connecticut,7447,341,214,148,94,60,39,25,17,11
34,Iowa,5237,153,160,163,157,160,170,180,188,190
35,Louisiana,9325,244,218,188,151,124,105,91,80,70
36,Ohio,16394,363,330,291,239,202,177,156,137,117
37,Michigan,16130,388,318,263,202,161,137,122,110,99
38,South Dakota,1844,48,40,40,38,32,25,19,14,11
39,Arkansas,5275,334,299,282,256,240,227,212,193,172
40,Delaware,1283,29,20,14,8,5,3,1,1,0
41,Mississippi,6464,108,96,74,50,33,22,16,11,8
42,New Mexico,3538,177,127,98,72,54,43,35,30,25
43,North Dakota,1461,43,19,10,7,5,3,2,1,1
44,Wyoming,647,32,28,29,34,36,32,26,23,21
45,Alaska,282,21,27,27,24,25,28,29,30,31
46,Maine,649,8,10,9,7,5,4,3,3,2
47,Alabama,9244,270,292,267,218,180,155,136,122,110
48,Idaho,1803,58,41,30,24,22,21,17,12,8
49,Montana,1328,72,74,90,104,115,125,128,121,110
50,Puerto Rico,1920,0,0,0,0,0,0,0,0,0
51,Virgin Islands,25,0,0,0,0,0,0,0,0,0
52,Guam,130,0,0,0,0,0,0,0,0,0
53,West Virginia,2212,44,44,40,33,26,20,14,11,8
54,Northern Mariana Islands,2,0,0,0,0,0,0,0,0,0
55,American Samoa,0,0,0,0,0,0,0,0,0,0
