,County,515,521,528
0,01001,7241,27,22
1,01003,21868,72,65
2,01005,2345,1,1
3,01007,2685,6,5
4,01009,6945,21,13
5,01011,1243,2,1
6,01013,2242,6,4
7,01015,14719,26,21
8,01017,3728,9,8
9,01019,1873,1,1
10,01021,4476,9,6
11,01023,621,3,2
12,01025,3530,2,3
13,01027,1600,2,2
14,01029,1534,8,7
15,01031,5635,16,13
16,01033,6413,14,10
17,01035,1136,6,4
18,01037,1117,5,3
19,01039,4275,12,8
20,01041,1559,4,5
21,01043,9952,27,24
22,01045,4928,2,3
23,01047,3607,3,3
24,01049,8972,14,11
25,01051,10293,7,4
26,01053,4016,8,5
27,01055,14175,59,51
28,01057,2188,13,10
29,01059,4313,6,7
30,01061,2579,8,8
31,01063,936,1,1
32,01065,2272,4,3
33,01067,1945,4,3
34,01069,10781,23,23
35,01071,6932,24,17
36,01073,81003,171,133
37,01075,1468,6,5
38,01077,9603,20,24
39,01079,3133,12,8
40,01081,16278,40,36
41,01083,10179,3,5
42,01085,1422,2,2
43,01087,1630,0,0
44,01089,35690,69,50
45,01091,2505,0,0
46,01093,3240,5,3
47,01095,12453,7,10
48,01097,42105,139,100
49,01099,1800,8,5
50,01101,25081,21,27
51,01103,14629,7,13
52,01105,1086,0,0
53,01107,2369,3,2
54,01109,3143,4,4
55,01111,1875,4,4
56,01113,4548,5,6
57,01115,10162,12,10
58,01117,25607,49,44
59,01119,1057,0,0
60,01121,8460,13,9
61,01123,4138,17,14
62,01125,26173,35,30
63,01127,7338,12,10
64,01129,1705,1,1
65,01131,1269,0,0
66,01133,2834,1,1
67,02013,369,,NaN
68,02016,718,2,4
69,02020,31019,75,70
70,02050,3911,0,0
71,02060,0,,NaN
72,02068,112,0,0
73,02070,233,0,0
74,02090,8078,23,16
75,02100,31,,NaN
76,02105,0,,NaN
77,02110,1496,,NaN
78,02122,4604,3,3
79,02130,672,,NaN
80,02150,1129,2,1
81,02158,1348,,NaN
82,02164,203,1,1
83,02170,11827,15,12
84,02180,392,3,2
85,02185,1091,2,1
86,02188,624,3,4
87,02195,174,,NaN
88,02198,180,,NaN
89,02220,374,,NaN
90,02230,21,,NaN
91,02240,769,2,3
92,02261,0,0,0
93,02275,65,,NaN
94,02282,86,,NaN
95,02290,370,2,2
96,04001,11450,0,0
97,04003,12175,37,36
98,04005,17931,9,10
99,04007,7039,21,16
100,04009,5591,0,1
101,04011,576,0,1
102,04012,2480,0,0
103,04013,556844,1754,1373
104,04015,23452,117,92
105,04017,16564,71,49
106,04019,117236,225,177
107,04021,53555,91,70
108,04023,8072,11,8
109,04025,19478,50,32
110,04027,37284,14,14
111,05001,2176,13,10
112,05003,2049,4,4
113,05005,3258,15,16
114,05007,29675,111,91
115,05009,3967,45,34
116,05011,1450,3,3
117,05013,418,1,0
118,05015,2849,14,14
119,05017,1626,1,1
120,05019,2169,13,8
121,05021,1797,2,3
122,05023,2046,7,5
123,05025,981,7,4
124,05027,2386,7,6
125,05029,2259,3,5
126,05031,13718,27,27
127,05033,7202,29,26
128,05035,6173,5,7
129,05037,1978,3,2
130,05039,768,1,4
131,05041,1372,1,1
132,05043,2049,10,13
