,County,599,605,612
0,01001,NaN,295,307
1,01003,NaN,765,704
2,01005,NaN,109,102
3,01007,NaN,144,133
4,01009,NaN,270,247
5,01011,NaN,36,34
6,01013,NaN,95,89
7,01015,NaN,691,618
8,01017,NaN,157,140
9,01019,NaN,137,131
10,01021,NaN,171,148
11,01023,NaN,21,28
12,01025,NaN,94,95
13,01027,NaN,76,60
14,01029,NaN,62,63
15,01031,NaN,228,223
16,01033,NaN,242,242
17,01035,NaN,53,47
18,01037,NaN,55,44
19,01039,NaN,196,177
20,01041,NaN,81,75
21,01043,NaN,527,490
22,01045,NaN,251,240
23,01047,NaN,91,82
24,01049,NaN,298,255
25,01051,NaN,370,362
26,01053,NaN,179,163
27,01055,NaN,564,537
28,01057,NaN,103,91
29,01059,NaN,150,134
30,01061,NaN,192,177
31,01063,NaN,18,17
32,01065,NaN,44,43
33,01067,NaN,89,79
34,01069,NaN,477,427
35,01071,NaN,272,254
36,01073,NaN,2605,2250
37,01075,NaN,65,62
38,01077,NaN,366,305
39,01079,NaN,116,111
40,01081,NaN,560,529
41,01083,NaN,544,462
42,01085,NaN,33,31
43,01087,NaN,53,54
44,01089,NaN,1489,1234
45,01091,NaN,87,76
46,01093,NaN,174,158
47,01095,NaN,524,480
48,01097,NaN,2866,2379
49,01099,NaN,86,72
50,01101,NaN,744,812
51,01103,NaN,675,602
52,01105,NaN,38,35
53,01107,NaN,45,41
54,01109,NaN,157,160
55,01111,NaN,164,137
56,01113,NaN,192,193
57,01115,NaN,550,455
58,01117,NaN,949,845
59,01119,NaN,19,19
60,01121,NaN,469,438
61,01123,NaN,310,308
62,01125,NaN,837,725
63,01127,NaN,345,326
64,01129,NaN,57,59
65,01131,NaN,37,36
66,01133,NaN,127,120
67,02013,NaN,,NaN
68,02016,NaN,11,10
69,02020,NaN,1379,1285
70,02050,NaN,130,99
71,02060,NaN,,NaN
72,02068,NaN,9,7
73,02070,NaN,46,43
74,02090,NaN,494,431
75,02100,NaN,,NaN
76,02105,NaN,,NaN
77,02110,NaN,,NaN
78,02122,NaN,343,297
79,02130,NaN,,NaN
80,02150,NaN,54,48
81,02158,NaN,,NaN
82,02164,NaN,5,9
83,02170,NaN,549,479
84,02180,NaN,20,19
85,02185,NaN,103,90
86,02188,NaN,50,61
87,02195,NaN,,NaN
88,02198,NaN,,NaN
89,02220,NaN,,NaN
90,02230,NaN,,NaN
91,02240,NaN,32,27
92,02261,NaN,2,4
93,02275,NaN,,NaN
94,02282,NaN,,NaN
95,02290,NaN,40,43
96,04001,NaN,93,75
97,04003,NaN,193,186
98,04005,NaN,319,281
99,04007,NaN,155,144
100,04009,NaN,154,137
101,04011,NaN,58,62
102,04012,NaN,42,39
103,04013,NaN,9857,8622
104,04015,NaN,641,588
105,04017,NaN,191,176
106,04019,NaN,1589,1360
107,04021,NaN,1048,880
108,04023,NaN,67,62
109,04025,NaN,511,445
110,04027,NaN,283,256
111,05001,NaN,43,42
112,05003,NaN,96,100
113,05005,NaN,60,66
114,05007,NaN,797,774
115,05009,NaN,148,146
116,05011,NaN,50,46
117,05013,NaN,13,13
118,05015,NaN,67,68
119,05017,NaN,27,28
120,05019,NaN,80,68
121,05021,NaN,73,66
122,05023,NaN,101,89
123,05025,NaN,25,27
124,05027,NaN,81,83
125,05029,NaN,85,85
126,05031,NaN,496,487
127,05033,NaN,367,319
128,05035,NaN,193,179
129,05037,NaN,93,92
130,05039,NaN,31,31
131,05041,NaN,32,37
132,05043,NaN,45,51
133,05045,NaN,319,307
134,05047,NaN,92,82
135,05049,NaN,44,44
136,05051,NaN,254,196
137,05053,NaN,61,54
138,05055,NaN,288,276
139,05057,NaN,60,60
140,05059,NaN,120,118
141,05061,NaN,46,44
142,05063,NaN,143,143
143,05065,NaN,34,38
144,05067,NaN,63,60
145,05069,NaN,143,134
146,05071,NaN,142,137
