,County,305,311,318,325,332,339,346,353,360
0,01001,2617,140,100,77,64,57,52,49,46
1,01003,8199,463,323,237,189,161,144,132,123
2,01005,1160,30,23,18,15,13,12,11,10
3,01007,1136,,,,,,,,NaN
4,01009,2754,169,93,54,33,21,15,11,8
5,01011,689,,,,,,,,NaN
6,01013,1133,50,36,28,23,20,19,18,17
7,01015,5964,404,303,238,201,180,166,155,147
8,01017,1675,96,64,44,33,27,23,21,19
9,01019,985,,,,,,,,NaN
10,01021,2161,70,58,49,42,38,34,31,29
11,01023,417,,,,,,,,NaN
12,01025,1549,48,41,37,33,31,29,27,25
13,01027,888,,,,,,,,NaN
14,01029,742,,,,,,,,NaN
15,01031,2303,107,77,59,48,40,34,29,25
16,01033,2943,171,105,72,54,44,38,34,30
17,01035,668,,,,,,,,NaN
18,01037,306,,,,,,,,NaN
19,01039,2123,79,52,36,27,22,18,16,14
20,01041,700,,,,,,,,NaN
21,01043,4096,315,162,83,41,19,8,4,2
22,01045,2254,80,73,68,64,60,56,52,48
23,01047,2196,113,75,52,40,34,30,28,26
24,01049,4608,349,247,185,151,132,121,114,108
25,01051,3910,243,202,173,155,143,134,127,120
26,01053,1940,60,39,26,20,16,14,12,12
27,01055,5857,426,270,176,127,101,86,78,73
28,01057,831,,,,,,,,NaN
29,01059,2436,88,65,51,43,38,35,33,31
30,01061,1167,66,54,46,41,37,34,32,31
31,01063,399,,,,,,,,NaN
32,01065,915,,,,,,,,NaN
33,01067,838,,,,,,,,NaN
34,01069,5033,260,209,169,144,126,112,101,93
35,01071,2905,157,98,69,54,44,38,34,31
36,01073,30318,2059,1323,880,645,518,447,406,381
37,01075,622,,,,,,,,NaN
38,01077,3783,386,260,185,146,125,113,105,100
39,01079,1214,112,78,57,46,39,36,33,32
40,01081,7504,246,158,107,79,62,52,46,41
41,01083,4008,300,198,136,102,83,73,66,61
42,01085,785,,,,,,,,NaN
43,01087,694,,,,,,,,NaN
44,01089,12204,768,467,295,204,156,129,114,104
45,01091,1164,30,29,29,28,26,25,24,22
46,01093,1339,59,44,34,28,25,23,21,20
47,01095,5794,385,238,152,109,86,74,68,64
48,01097,19260,621,404,277,210,171,149,135,125
49,01099,768,,,,,,,,NaN
50,01101,12000,389,336,309,294,284,277,272,267
51,01103,6104,581,367,242,178,144,125,114,108
52,01105,668,,,,,,,,NaN
53,01107,1141,54,36,27,21,18,15,13,11
54,01109,1547,36,31,28,26,24,22,20,18
55,01111,995,,,,,,,,NaN
56,01113,2175,88,64,48,38,33,29,26,24
57,01115,3960,180,117,84,66,55,48,43,38
58,01117,9712,576,341,210,140,101,79,66,58
59,01119,553,,,,,,,,NaN
60,01121,3340,160,98,63,44,33,27,23,20
61,01123,1685,69,38,22,13,8,5,4,2
62,01125,12446,602,521,453,407,373,345,322,301
63,01127,3480,156,110,82,66,57,51,47,44
64,01129,898,,,,,,,,NaN
65,01131,623,,,,,,,,NaN
66,01133,1225,70,56,50,47,45,44,43,43
67,02013,22,,,,,,,,NaN
68,02016,106,,,,,,,,NaN
69,02020,14702,1942,1076,597,352,225,160,125,106
70,02050,1149,,,,,,,,NaN
71,02060,0,,,,,,,,NaN
72,02068,41,,,,,,,,NaN
73,02070,95,,,,,,,,NaN
74,02090,3206,289,220,177,147,123,105,89,75
75,02100,16,,,,,,,,NaN
76,02105,0,,,,,,,,NaN
77,02110,798,,,,,,,,NaN
78,02122,2144,319,190,125,93,78,71,67,66
79,02130,185,,,,,,,,NaN
80,02150,217,,,,,,,,NaN
81,02158,387,,,,,,,,NaN
82,02164,143,,,,,,,,NaN
83,02170,2577,249,261,284,309,334,358,379,397
84,02180,185,,,,,,,,NaN
85,02185,407,,,,,,,,NaN
86,02188,338,,,,,,,,NaN
87,02195,23,,,,,,,,NaN
88,02198,46,,,,,,,,NaN
89,02220,157,,,,,,,,NaN
90,02230,9,,,,,,,,NaN
91,02240,236,,,,,,,,NaN
92,02261,237,,,,,,,,NaN
93,02275,20,,,,,,,,NaN
94,02282,44,,,,,,,,NaN
95,02290,154,,,,,,,,NaN
96,04001,4921,434,274,181,134,110,97,90,86
97,04003,3137,332,207,132,94,74,63,57,54
98,04005,6928,519,337,229,171,140,122,111,104
99,04007,2619,224,149,104,80,68,61,56,54
100,04009,1904,171,89,50,30,19,13,9,7
101,04011,174,,,,,,,,NaN
102,04012,750,,,,,,,,NaN
103,04013,190034,10620,6796,4545,3376,2757,2416,2219,2096
104,04015,5640,449,297,205,157,131,116,107,101
105,04017,7602,359,223,144,103,82,71,65,62
106,04019,36115,2523,1588,1042,759,612,532,487,461
107,04021,15169,1202,756,496,363,293,256,235,222
108,04023,3588,216,133,85,60,48,41,38,36
109,04025,4384,573,358,234,170,137,119,109,103
110,04027,16700,900,583,395,296,243,213,196,184
111,05001,916,,,,,,,,NaN
112,05003,754,,,,,,,,NaN
113,05005,1267,,,,,,,,NaN
114,05007,11125,556,284,148,76,38,16,7,3
115,05009,1576,,,,,,,,NaN
116,05011,429,,,,,,,,NaN
117,05013,127,,,,,,,,NaN
118,05015,1301,,,,,,,,NaN
119,05017,1134,,,,,,,,NaN
120,05019,748,,,,,,,,NaN
121,05021,775,,,,,,,,NaN
122,05023,650,,,,,,,,NaN
123,05025,334,,,,,,,,NaN
124,05027,988,,,,,,,,NaN
125,05029,606,,,,,,,,NaN
126,05031,6552,528,484,447,418,392,368,346,325
127,05033,2888,,,,,,,,NaN
128,05035,3091,164,102,67,47,36,29,24,20
129,05037,773,,,,,,,,NaN
130,05039,265,,,,,,,,NaN
131,05041,518,,,,,,,,NaN
132,05043,579,,,,,,,,NaN
133,05045,4417,239,119,59,28,13,6,3,1
134,05047,718,,,,,,,,NaN
135,05049,500,,,,,,,,NaN
